recording_id,recording_number,epoch_number,sample_index,native_time_seconds,published_time_seconds,measured_ecg_raw,predicted_ecg_raw,measured_ecg_normalized,predicted_ecg_normalized,difference_scaled
recording_01,1,1,20,0.0100000,0.0300013,-0.33643129467964172,-0.77329999208450317,0.30394274690132045,0.094469694585470596,-0.031420957847377473
recording_01,1,1,21,0.0105000,0.0315013,-0.35679769515991211,-0.75019997358322144,0.29182976789189469,0.10626564952931414,-0.027834617754387083
recording_01,1,1,22,0.0110000,0.0330014,-0.37645933032035828,-0.72600001096725464,0.28013595021310617,0.11862328762578594,-0.024226899388098033
recording_01,1,1,23,0.0115000,0.0345014,-0.39532282948493958,-0.70069998502731323,0.26891682636025632,0.13154266974875103,-0.020606123491725793
recording_01,1,1,24,0.0120000,0.0360015,-0.41327366232872009,-0.6744999885559082,0.25824051359457817,0.14492161911575718,-0.016997834171823146
recording_01,1,1,25,0.0125000,0.0375016,-0.4301629364490509,-0.64740002155303955,0.24819556612817695,0.15876013572680442,-0.013415314560205879
recording_01,1,1,26,0.0130000,0.0390016,-0.44587033987045288,-0.61970001459121704,0.23885353987663882,0.17290506093747821,-0.0098922718408740919
recording_01,1,1,27,0.0135000,0.0405017,-0.46031752228736877,-0.59130001068115234,0.23026103392395589,0.18740743748360592,-0.006428039466052496
recording_01,1,1,28,0.0140000,0.0420018,-0.47343987226486206,-0.5625,0.22245647611877595,0.20211407628384045,-0.0030513599752403238
recording_01,1,1,29,0.0145000,0.0435018,-0.48519811034202576,-0.53320002555847168,0.21546322804067353,0.21707602007400922,0.00024191880500035455
recording_01,1,1,30,0.0150000,0.0450019,-0.49555030465126038,-0.50370001792907715,0.20930622879622035,0.23214011020969769,0.0034250822120216002
recording_01,1,1,31,0.0155000,0.0465019,-0.50445473194122314,-0.47400000691413879,0.20401029341683094,0.24730633147243958,0.0064944057083412953
recording_01,1,1,32,0.0160000,0.0480020,-0.51190650463104248,-0.44420000910758972,0.19957832880618534,0.26252361068947505,0.0094417922824934566
recording_01,1,1,33,0.0165000,0.0495021,-0.51791691780090332,-0.41449999809265137,0.19600361718077916,0.27768983195221691,0.012252932215715663
recording_01,1,1,34,0.0170000,0.0510021,-0.52249151468276978,-0.38479998707771301,0.19328286168643874,0.29285605321495883,0.014935978729278014
recording_01,1,1,35,0.0175000,0.0525022,-0.52562958002090454,-0.35539999604225159,0.19141648772370262,0.30786907017788745,0.017467887368127724
recording_01,1,1,36,0.0180000,0.0540023,-0.52733403444290161,-0.32620000839233398,0.19040275824037178,0.32277995601376258,0.019856579666008619
recording_01,1,1,37,0.0185000,0.0555023,-0.5276111364364624,-0.29750001430511475,0.19023795098173404,0.3374355216412373,0.022079635598925489
recording_01,1,1,38,0.0190000,0.0570024,-0.52646750211715698,-0.26919999718666077,0.19091813099280794,0.35188684023307143,0.024145306386039522
recording_01,1,1,39,0.0195000,0.0585024,-0.52392709255218506,-0.24140000343322754,0.1924290473555525,0.36608282339803883,0.026048066406372947
recording_01,1,1,40,0.0200000,0.0600025,-0.52003937959671021,-0.21420000493526459,0.19474127653271903,0.37997242079107901,0.027784671638753998
recording_01,1,1,41,0.0205000,0.0615026,-0.51485633850097656,-0.18770000338554382,0.19782390608517392,0.3935045668486653,0.029352099114523706
recording_01,1,1,42,0.0210000,0.0630026,-0.50841838121414185,-0.16200000047683716,0.20165290088248988,0.40662819600727101,0.030746294268717167
recording_01,1,1,43,0.0215000,0.0645027,-0.5007709264755249,-0.13699999451637268,0.2062012479904699,0.41939437383042283,0.031978968875992934
recording_01,1,1,44,0.0220000,0.0660028,-0.49196693301200867,-0.11289999634027481,0.21143745004423989,0.43170096538645075,0.033039527301331625
recording_01,1,1,45,0.0225000,0.0675028,-0.48205441236495972,-0.08959999680519104,0.21733295203265063,0.44359904004349804,0.033939913201627113
recording_01,1,1,46,0.0230000,0.0690029,-0.47108826041221619,-0.067299999296665192,0.22385510446436949,0.45498646667451126,0.034669704331521264
recording_01,1,1,47,0.0235000,0.0705029,-0.45914483070373535,-0.045899998396635056,0.23095849583190781,0.46591431274532547,0.035243372537012645
recording_01,1,1,48,0.0240000,0.0720030,-0.44628739356994629,-0.025499999523162842,0.23860549591262756,0.47633151079010566,0.035658902231621714
recording_01,1,1,49,0.0245000,0.0735031,-0.43254798650741577,-0.0060999998822808266,0.24677705030740685,0.48623806223558297,0.035919151789226417
recording_01,1,1,50,0.0250000,0.0750031,-0.41796687245368958,0.012199999764561653,0.25544921251093056,0.49558290199380778,0.036020053422431579
recording_01,1,1,51,0.0255000,0.0765032,-0.40261459350585938,0.029600000008940697,0.26458002739508568,0.5044681597651024,0.035983219855502506
recording_01,1,1,52,0.0260000,0.0780033,-0.38657230138778687,0.045899998396635056,0.27412122972377079,0.51279170489799031,0.035800571276132925
recording_01,1,1,53,0.0265000,0.0795033,-0.3699200451374054,0.061099998652935028,0.28402521008671472,0.52055353929477988,0.03547924938120977
recording_01,1,1,54,0.0270000,0.0810034,-0.35273036360740662,0.075400002300739288,0.294248825779301,0.52785579313137054,0.035041045102810427
recording_01,1,1,55,0.0275000,0.0825034,-0.33506309986114502,0.088500000536441803,0.30475648495647212,0.53454526781487355,0.034468317428760213
recording_01,1,1,56,0.0280000,0.0840035,-0.31697311997413635,0.10069999843835831,0.31551555585191793,0.54077516003586934,0.03378894062759271
recording_01,1,1,57,0.0285000,0.0855036,-0.29850709438323975,0.11180000007152557,0.32649828108049894,0.54644334247192083,0.032991759208713285
recording_01,1,1,58,0.0290000,0.0870036,-0.2797120213508606,0.12200000137090683,0.33767670828182883,0.55165194244546512,0.032096285124545439
recording_01,1,1,59,0.0295000,0.0885037,-0.26065453886985779,0.13120000064373016,0.34901120430573407,0.55634989439297522,0.031100803513086171
recording_01,1,1,60,0.0300000,0.0900038,-0.24141043424606323,0.13950000703334808,0.36045669442015232,0.56058826768259462,0.030019735989366345
recording_01,1,1,61,0.0305000,0.0915038,-0.22204779088497162,0.14679999649524689,0.37197268581132159,0.56431598533694693,0.028851494928843799
recording_01,1,1,62,0.0310000,0.0930039,-0.20263069868087769,0.15330000221729279,0.38352106081848697,0.56763519370155158,0.027617119932459692
recording_01,1,1,63,0.0315000,0.0945039,-0.18321816623210907,0.15889999270439148,0.39506672389721914,0.57049481199441587,0.02631421321457951
recording_01,1,1,64,0.0320000,0.0960040,-0.1638539731502533,0.16369999945163727,0.40658363698955524,0.57294592099753272,0.024954342601196621
recording_01,1,1,65,0.0325000,0.0975041,-0.14456994831562042,0.16779999434947968,0.4180528697715305,0.57503957105596248,0.023548005192664798
recording_01,1,1,66,0.0330000,0.0990041,-0.12540557980537415,0.17110000550746918,0.42945093658841316,0.5767247118246448,0.022091066285434745
recording_01,1,1,67,0.0335000,0.1005042,-0.10641022026538849,0.17380000650882721,0.44074848480304435,0.57810345921216677,0.020603246161368362
recording_01,1,1,68,0.0340000,0.1020043,-0.087630666792392731,0.17569999396800995,0.45191768169893914,0.57907368209147503,0.019073400058880381
recording_01,1,1,69,0.0345000,0.1035043,-0.069105930626392365,0.17710000276565552,0.46293532522172498,0.57978859237161595,0.017527990072483644
recording_01,1,1,70,0.0350000,0.1050044,-0.050868608057498932,0.17790000140666962,0.47378202862810914,0.58019710927059653,0.015962262096373109
recording_01,1,1,71,0.0355000,0.1065044,-0.032956473529338837,0.17820000648498535,0.48443532545215023,0.58035030596117676,0.014387247076353978
recording_01,1,1,72,0.0360000,0.1080045,-0.015410106629133224,0.17810000479221344,0.49487108086016979,0.58029924039765002,0.012814223930622034
recording_01,1,1,73,0.0365000,0.1095046,0.0017376895993947983,0.17749999463558197,0.505069785141532,0.57999284701648968,0.011238459281243651
recording_01,1,1,74,0.0370000,0.1110046,0.018452256917953491,0.17649999260902405,0.51501082520295416,0.57948219899045561,0.0096707060681252167
recording_01,1,1,75,0.0375000,0.1125047,0.034704960882663727,0.17509999871253967,0.52467717062131414,0.57876729631954782,0.008113518854735052
recording_01,1,1,76,0.0380000,0.1140048,0.050480823963880539,0.17350000143051147,0.53405991346502246,0.57795026252158666,0.0065835523584846286
recording_01,1,1,77,0.0385000,0.1155048,0.065757602453231812,0.17159999907016754,0.54314582422045621,0.57698003203304526,0.0050751311718883587
recording_01,1,1,78,0.0390000,0.1170049,0.080512151122093201,0.16940000653266907,0.55192113719206359,0.57585661246315689,0.0035903212906639947
recording_01,1,1,79,0.0395000,0.1185049,0.094735801219940186,0.16709999740123749,0.56038069661394285,0.57468211972050864,0.0021452134659848687
recording_01,1,1,80,0.0400000,0.1200050,0.10842882841825485,0.16459999978542328,0.56852466644255151,0.57340550346004004,0.00073212555262328061
recording_01,1,1,81,0.0405000,0.1215051,0.12158459424972534,0.16189999878406525,0.57634909842914117,0.57202675607251807,-0.00064835135349346478
recording_01,1,1,82,0.0410000,0.1230051,0.13418327271938324,0.15919999778270721,0.58384220100253437,0.5706480086849961,-0.00197912884763074
recording_01,1,1,83,0.0415000,0.1245052,0.14620710909366608,0.15639999508857727,0.59099341448061304,0.56921819573394739,-0.0032662828119998486
