sample_index,time_sec,predicted_ecg_rendered,marker_color_hex,marker_red_8bit,marker_green_8bit,marker_blue_8bit,jet_colormap_position_approx,jet_rgb_distance_8bit,svg_x,svg_y,svg_marker_path_id
2111,1.0555,0.016484988,#000089,0,0,137,0.007843137,0,365.687465,186.820026,#C0_0_93f72b35f6
2112,1.056,0.016546912,#000089,0,0,137,0.007843137,0,365.812301,186.809413,#C0_0_93f72b35f6
2113,1.0565,0.016616334,#000089,0,0,137,0.007843137,0,365.937138,186.797515,#C0_0_93f72b35f6
2114,1.057,0.016695127,#000089,0,0,137,0.007843137,0,366.061974,186.784011,#C0_0_93f72b35f6
2115,1.0575,0.016784002,#000089,0,0,137,0.007843137,0,366.18681,186.768779,#C0_0_93f72b35f6
2116,1.058,0.016881023,#000089,0,0,137,0.007843137,0,366.311647,186.752151,#C0_0_93f72b35f6
2117,1.0585,0.01698368,#00008d,0,0,141,0.011764706,0,366.436483,186.734557,#C0_0_93f72b35f6
2118,1.059,0.017091454,#00008d,0,0,141,0.011764706,0,366.561319,186.716086,#C0_0_93f72b35f6
2119,1.0595,0.017203691,#000092,0,0,146,0.015686275,0,366.686156,186.69685,#C0_0_93f72b35f6
2120,1.06,0.017318613,#000096,0,0,150,0.019607843,0,366.810992,186.677154,#C0_0_93f72b35f6
2121,1.0605,0.017434608,#00009b,0,0,155,0.023529412,0,366.935828,186.657274,#C0_0_93f72b35f6
2122,1.061,0.017551875,#00009b,0,0,155,0.023529412,0,367.060665,186.637176,#C0_0_93f72b35f6
2123,1.0615,0.017671763,#00009b,0,0,155,0.023529412,0,367.185501,186.616629,#C0_0_93f72b35f6
2124,1.062,0.017792321,#00009f,0,0,159,0.02745098,0,367.310338,186.595967,#C0_0_93f72b35f6
2125,1.0625,0.017910265,#00009b,0,0,155,0.023529412,0,367.435174,186.575753,#C0_0_93f72b35f6
2126,1.063,0.018026202,#00009b,0,0,155,0.023529412,0,367.56001,186.555883,#C0_0_93f72b35f6
2127,1.0635,0.018140207,#00009b,0,0,155,0.023529412,0,367.684847,186.536344,#C0_0_93f72b35f6
2128,1.064,0.018250204,#000096,0,0,150,0.019607843,0,367.809683,186.517492,#C0_0_93f72b35f6
2129,1.0645,0.018356368,#000092,0,0,146,0.015686275,0,367.934519,186.499297,#C0_0_93f72b35f6
2130,1.065,0.018459568,#00008d,0,0,141,0.011764706,0,368.059356,186.48161,#C0_0_93f72b35f6
2131,1.0655,0.018559832,#00008d,0,0,141,0.011764706,0,368.184192,186.464426,#C0_0_93f72b35f6
2132,1.066,0.018655989,#000089,0,0,137,0.007843137,0,368.309028,186.447946,#C0_0_93f72b35f6
2133,1.0665,0.018745588,#000089,0,0,137,0.007843137,0,368.433865,186.43259,#C0_0_93f72b35f6
2134,1.067,0.018828063,#000089,0,0,137,0.007843137,0,368.558701,186.418455,#C0_0_93f72b35f6
2135,1.0675,0.018903255,#000089,0,0,137,0.007843137,0,368.683537,186.405568,#C0_0_93f72b35f6
2136,1.068,0.01896693,#000089,0,0,137,0.007843137,0,368.808374,186.394655,#C0_0_93f72b35f6
2137,1.0685,0.019013247,#000089,0,0,137,0.007843137,0,368.93321,186.386717,#C0_0_93f72b35f6
2138,1.069,0.019041364,#000089,0,0,137,0.007843137,0,369.058047,186.381898,#C0_0_93f72b35f6
2139,1.0695,0.019054428,#000089,0,0,137,0.007843137,0,369.182883,186.379659,#C0_0_93f72b35f6
2140,1.07,0.019053115,#000089,0,0,137,0.007843137,0,369.307719,186.379884,#C0_0_93f72b35f6
2141,1.0705,0.019036177,#000089,0,0,137,0.007843137,0,369.432556,186.382787,#C0_0_93f72b35f6
2142,1.071,0.019004891,#000089,0,0,137,0.007843137,0,369.557392,186.388149,#C0_0_93f72b35f6
2143,1.0715,0.018960914,#000089,0,0,137,0.007843137,0,369.682228,186.395686,#C0_0_93f72b35f6
2144,1.072,0.018904527,#000089,0,0,137,0.007843137,0,369.807065,186.40535,#C0_0_93f72b35f6
2145,1.0725,0.018836861,#000089,0,0,137,0.007843137,0,369.931901,186.416947,#C0_0_93f72b35f6
2146,1.073,0.018761155,#000089,0,0,137,0.007843137,0,370.056737,186.429922,#C0_0_93f72b35f6
2147,1.0735,0.018681662,#000089,0,0,137,0.007843137,0,370.181574,186.443546,#C0_0_93f72b35f6
2148,1.074,0.018599293,#000089,0,0,137,0.007843137,0,370.30641,186.457663,#C0_0_93f72b35f6
2149,1.0745,0.018512168,#000089,0,0,137,0.007843137,0,370.431247,186.472595,#C0_0_93f72b35f6
2150,1.075,0.018420259,#000089,0,0,137,0.007843137,0,370.556083,186.488347,#C0_0_93f72b35f6
2151,1.0755,0.018324434,#000089,0,0,137,0.007843137,0,370.680919,186.50477,#C0_0_93f72b35f6
2152,1.076,0.018224858,#000089,0,0,137,0.007843137,0,370.805756,186.521836,#C0_0_93f72b35f6
2153,1.0765,0.018122347,#000089,0,0,137,0.007843137,0,370.930592,186.539405,#C0_0_93f72b35f6
2154,1.077,0.018019649,#000089,0,0,137,0.007843137,0,371.055428,186.557006,#C0_0_93f72b35f6
2155,1.0775,0.017921182,#000089,0,0,137,0.007843137,0,371.180265,186.573882,#C0_0_93f72b35f6
2156,1.078,0.017826956,#000089,0,0,137,0.007843137,0,371.305101,186.590031,#C0_0_93f72b35f6
2157,1.0785,0.017734177,#000089,0,0,137,0.007843137,0,371.429938,186.605932,#C0_0_93f72b35f6
2158,1.079,0.017643388,#000089,0,0,137,0.007843137,0,371.554774,186.621492,#C0_0_93f72b35f6
2159,1.0795,0.017554519,#000089,0,0,137,0.007843137,0,371.67961,186.636723,#C0_0_93f72b35f6
2160,1.08,0.017465696,#000089,0,0,137,0.007843137,0,371.804447,186.651946,#C0_0_93f72b35f6
2161,1.0805,0.017375449,#000089,0,0,137,0.007843137,0,371.929283,186.667413,#C0_0_93f72b35f6
2162,1.081,0.017282951,#000089,0,0,137,0.007843137,0,372.054119,186.683266,#C0_0_93f72b35f6
2163,1.0815,0.017188807,#000089,0,0,137,0.007843137,0,372.178956,186.699401,#C0_0_93f72b35f6
2164,1.082,0.01709426,#000089,0,0,137,0.007843137,0,372.303792,186.715605,#C0_0_93f72b35f6
2165,1.0825,0.017000227,#000089,0,0,137,0.007843137,0,372.428628,186.731721,#C0_0_93f72b35f6
2166,1.083,0.016907326,#000089,0,0,137,0.007843137,0,372.553465,186.747643,#C0_0_93f72b35f6
2167,1.0835,0.016815008,#000089,0,0,137,0.007843137,0,372.678301,186.763465,#C0_0_93f72b35f6
2168,1.084,0.016723601,#000089,0,0,137,0.007843137,0,372.803138,186.779131,#C0_0_93f72b35f6
2169,1.0845,0.016634451,#000089,0,0,137,0.007843137,0,372.927974,186.79441,#C0_0_93f72b35f6
2170,1.085,0.016547355,#000089,0,0,137,0.007843137,0,373.05281,186.809337,#C0_0_93f72b35f6
2171,1.0855,0.016463113,#000089,0,0,137,0.007843137,0,373.177647,186.823775,#C0_0_93f72b35f6
2172,1.086,0.01638215,#000089,0,0,137,0.007843137,0,373.302483,186.837651,#C0_0_93f72b35f6
2173,1.0865,0.016304197,#000089,0,0,137,0.007843137,0,373.427319,186.851011,#C0_0_93f72b35f6
2174,1.087,0.016230516,#000089,0,0,137,0.007843137,0,373.552156,186.863639,#C0_0_93f72b35f6
2175,1.0875,0.016159536,#000089,0,0,137,0.007843137,0,373.676992,186.875804,#C0_0_93f72b35f6
2176,1.088,0.016090324,#000089,0,0,137,0.007843137,0,373.801828,186.887666,#C0_0_93f72b35f6
2177,1.0885,0.016025021,#000089,0,0,137,0.007843137,0,373.926665,186.898858,#C0_0_93f72b35f6
2178,1.089,0.01596382,#000089,0,0,137,0.007843137,0,374.051501,186.909347,#C0_0_93f72b35f6
2179,1.0895,0.015906318,#000089,0,0,137,0.007843137,0,374.176337,186.919202,#C0_0_93f72b35f6
2180,1.09,0.015851431,#000089,0,0,137,0.007843137,0,374.301174,186.928609,#C0_0_93f72b35f6
2181,1.0905,0.01579827,#000089,0,0,137,0.007843137,0,374.42601,186.93772,#C0_0_93f72b35f6
2182,1.091,0.015749129,#000089,0,0,137,0.007843137,0,374.550847,186.946142,#C0_0_93f72b35f6
2183,1.0915,0.015704021,#000089,0,0,137,0.007843137,0,374.675683,186.953873,#C0_0_93f72b35f6
2184,1.092,0.015661544,#000089,0,0,137,0.007843137,0,374.800519,186.961153,#C0_0_93f72b35f6
2185,1.0925,0.015624236,#000089,0,0,137,0.007843137,0,374.925356,186.967547,#C0_0_93f72b35f6
2186,1.093,0.015594864,#000089,0,0,137,0.007843137,0,375.050192,186.972581,#C0_0_93f72b35f6
2187,1.0935,0.015574798,#000089,0,0,137,0.007843137,0,375.175028,186.97602,#C0_0_93f72b35f6
2188,1.094,0.015562726,#000089,0,0,137,0.007843137,0,375.299865,186.978089,#C0_0_93f72b35f6
2189,1.0945,0.01555653,#000089,0,0,137,0.007843137,0,375.424701,186.979151,#C0_0_93f72b35f6
2190,1.095,0.015557603,#000089,0,0,137,0.007843137,0,375.549538,186.978967,#C0_0_93f72b35f6
2191,1.0955,0.015564885,#000089,0,0,137,0.007843137,0,375.674374,186.977719,#C0_0_93f72b35f6
2192,1.096,0.015573491,#000089,0,0,137,0.007843137,0,375.79921,186.976244,#C0_0_93f72b35f6
2193,1.0965,0.015581934,#000089,0,0,137,0.007843137,0,375.924047,186.974797,#C0_0_93f72b35f6
2194,1.097,0.015590867,#000089,0,0,137,0.007843137,0,376.048883,186.973266,#C0_0_93f72b35f6
2195,1.0975,0.015600238,#000089,0,0,137,0.007843137,0,376.173719,186.97166,#C0_0_93f72b35f6
2196,1.098,0.015610851,#000089,0,0,137,0.007843137,0,376.298556,186.969841,#C0_0_93f72b35f6
2197,1.0985,0.015623874,#000089,0,0,137,0.007843137,0,376.423392,186.967609,#C0_0_93f72b35f6
2198,1.099,0.015640982,#000089,0,0,137,0.007843137,0,376.548228,186.964677,#C0_0_93f72b35f6
2199,1.0995,0.015662384,#000089,0,0,137,0.007843137,0,376.673065,186.961009,#C0_0_93f72b35f6
2200,1.1,0.015687859,#000089,0,0,137,0.007843137,0,376.797901,186.956643,#C0_0_93f72b35f6
2201,1.1005,0.015720562,#000089,0,0,137,0.007843137,0,376.922738,186.951038,#C0_0_93f72b35f6
2202,1.101,0.015763016,#000089,0,0,137,0.007843137,0,377.047574,186.943762,#C0_0_93f72b35f6
2203,1.1015,0.015815103,#000089,0,0,137,0.007843137,0,377.17241,186.934835,#C0_0_93f72b35f6
2204,1.102,0.015876765,#000089,0,0,137,0.007843137,0,377.297247,186.924267,#C0_0_93f72b35f6
2205,1.1025,0.015946946,#000089,0,0,137,0.007843137,0,377.422083,186.912239,#C0_0_93f72b35f6
2206,1.103,0.016025278,#000089,0,0,137,0.007843137,0,377.546919,186.898814,#C0_0_93f72b35f6
2207,1.1035,0.016111737,#000089,0,0,137,0.007843137,0,377.671756,186.883996,#C0_0_93f72b35f6
2208,1.104,0.016205111,#000089,0,0,137,0.007843137,0,377.796592,186.867993,#C0_0_93f72b35f6
2209,1.1045,0.016308147,#000089,0,0,137,0.007843137,0,377.921428,186.850334,#C0_0_93f72b35f6
2210,1.105,0.016425852,#000089,0,0,137,0.007843137,0,378.046265,186.830161,#C0_0_93f72b35f6
2211,1.1055,0.016558757,#000089,0,0,137,0.007843137,0,378.171101,186.807383,#C0_0_93f72b35f6
2212,1.106,0.016704778,#000089,0,0,137,0.007843137,0,378.295938,186.782357,#C0_0_93f72b35f6
2213,1.1065,0.016862451,#000089,0,0,137,0.007843137,0,378.420774,186.755334,#C0_0_93f72b35f6
2214,1.107,0.017029833,#000089,0,0,137,0.007843137,0,378.54561,186.726647,#C0_0_93f72b35f6
2215,1.1075,0.017205063,#000089,0,0,137,0.007843137,0,378.670447,186.696615,#C0_0_93f72b35f6
2216,1.108,0.01738856,#000089,0,0,137,0.007843137,0,378.795283,186.665166,#C0_0_93f72b35f6
2217,1.1085,0.017581008,#000089,0,0,137,0.007843137,0,378.920119,186.632183,#C0_0_93f72b35f6
2218,1.109,0.017781789,#000089,0,0,137,0.007843137,0,379.044956,186.597772,#C0_0_93f72b35f6
2219,1.1095,0.017991695,#000089,0,0,137,0.007843137,0,379.169792,186.561797,#C0_0_93f72b35f6
2220,1.11,0.01821114,#000089,0,0,137,0.007843137,0,379.294628,186.524187,#C0_0_93f72b35f6
2221,1.1105,0.01843963,#000089,0,0,137,0.007843137,0,379.419465,186.485027,#C0_0_93f72b35f6
2222,1.111,0.018677473,#000089,0,0,137,0.007843137,0,379.544301,186.444264,#C0_0_93f72b35f6
2223,1.1115,0.018925188,#000089,0,0,137,0.007843137,0,379.669138,186.401809,#C0_0_93f72b35f6
2224,1.112,0.019182595,#000089,0,0,137,0.007843137,0,379.793974,186.357693,#C0_0_93f72b35f6
2225,1.1125,0.019448281,#000089,0,0,137,0.007843137,0,379.91881,186.312158,#C0_0_93f72b35f6
2226,1.113,0.019721413,#000089,0,0,137,0.007843137,0,380.043647,186.265347,#C0_0_93f72b35f6
2227,1.1135,0.020001412,#000089,0,0,137,0.007843137,0,380.168483,186.217359,#C0_0_93f72b35f6
2228,1.114,0.020286294,#000089,0,0,137,0.007843137,0,380.293319,186.168534,#C0_0_93f72b35f6
2229,1.1145,0.020574019,#000089,0,0,137,0.007843137,0,380.418156,186.119222,#C0_0_93f72b35f6
2230,1.115,0.020862035,#000089,0,0,137,0.007843137,0,380.542992,186.06986,#C0_0_93f72b35f6
2231,1.1155,0.021147402,#000089,0,0,137,0.007843137,0,380.667828,186.020952,#C0_0_93f72b35f6
2232,1.116,0.021429303,#000089,0,0,137,0.007843137,0,380.792665,185.972638,#C0_0_93f72b35f6
2233,1.1165,0.021708421,#000089,0,0,137,0.007843137,0,380.917501,185.924801,#C0_0_93f72b35f6
2234,1.117,0.021984166,#000089,0,0,137,0.007843137,0,381.042338,185.877542,#C0_0_93f72b35f6
2235,1.1175,0.022255244,#000089,0,0,137,0.007843137,0,381.167174,185.831083,#C0_0_93f72b35f6
2236,1.118,0.022520685,#000089,0,0,137,0.007843137,0,381.29201,185.78559,#C0_0_93f72b35f6
2237,1.1185,0.022778635,#000089,0,0,137,0.007843137,0,381.416847,185.741381,#C0_0_93f72b35f6
2238,1.119,0.02302831,#000089,0,0,137,0.007843137,0,381.541683,185.69859,#C0_0_93f72b35f6
2239,1.1195,0.023267647,#000089,0,0,137,0.007843137,0,381.666519,185.657571,#C0_0_93f72b35f6
2240,1.12,0.023495687,#000089,0,0,137,0.007843137,0,381.791356,185.618488,#C0_0_93f72b35f6
2241,1.1205,0.023718079,#000089,0,0,137,0.007843137,0,381.916192,185.580373,#C0_0_93f72b35f6
2242,1.121,0.023937303,#000089,0,0,137,0.007843137,0,382.041028,185.542801,#C0_0_93f72b35f6
2243,1.1215,0.024151095,#000089,0,0,137,0.007843137,0,382.165865,185.50616,#C0_0_93f72b35f6
2244,1.122,0.024357868,#000089,0,0,137,0.007843137,0,382.290701,185.470722,#C0_0_93f72b35f6
2245,1.1225,0.024554727,#000089,0,0,137,0.007843137,0,382.415538,185.436983,#C0_0_93f72b35f6
2246,1.123,0.024740471,#000089,0,0,137,0.007843137,0,382.540374,185.405149,#C0_0_93f72b35f6
2247,1.1235,0.02491482,#000089,0,0,137,0.007843137,0,382.66521,185.375268,#C0_0_93f72b35f6
2248,1.124,0.025075802,#000089,0,0,137,0.007843137,0,382.790047,185.347678,#C0_0_93f72b35f6
2249,1.1245,0.025223882,#000089,0,0,137,0.007843137,0,382.914883,185.322299,#C0_0_93f72b35f6
2250,1.125,0.025360836,#000089,0,0,137,0.007843137,0,383.039719,185.298827,#C0_0_93f72b35f6
2251,1.1255,0.025487608,#000089,0,0,137,0.007843137,0,383.164556,185.2771,#C0_0_93f72b35f6
2252,1.126,0.025603907,#000089,0,0,137,0.007843137,0,383.289392,185.257168,#C0_0_93f72b35f6
2253,1.1265,0.025707929,#000089,0,0,137,0.007843137,0,383.414228,185.23934,#C0_0_93f72b35f6
2254,1.127,0.025799879,#000089,0,0,137,0.007843137,0,383.539065,185.223581,#C0_0_93f72b35f6
2255,1.1275,0.025881146,#000089,0,0,137,0.007843137,0,383.663901,185.209653,#C0_0_93f72b35f6
2256,1.128,0.025952336,#000089,0,0,137,0.007843137,0,383.788738,185.197452,#C0_0_93f72b35f6
2257,1.1285,0.026015019,#000089,0,0,137,0.007843137,0,383.913574,185.186709,#C0_0_93f72b35f6
2258,1.129,0.0260722,#000089,0,0,137,0.007843137,0,384.03841,185.176909,#C0_0_93f72b35f6
2259,1.1295,0.02612452,#000089,0,0,137,0.007843137,0,384.163247,185.167942,#C0_0_93f72b35f6
2260,1.13,0.026169057,#000089,0,0,137,0.007843137,0,384.288083,185.160309,#C0_0_93f72b35f6
2261,1.1305,0.026204929,#000089,0,0,137,0.007843137,0,384.412919,185.154161,#C0_0_93f72b35f6
2262,1.131,0.026233916,#000089,0,0,137,0.007843137,0,384.537756,185.149193,#C0_0_93f72b35f6
2263,1.1315,0.026256648,#000089,0,0,137,0.007843137,0,384.662592,185.145297,#C0_0_93f72b35f6
2264,1.132,0.026273278,#000089,0,0,137,0.007843137,0,384.787428,185.142447,#C0_0_93f72b35f6
2265,1.1325,0.026283891,#000089,0,0,137,0.007843137,0,384.912265,185.140628,#C0_0_93f72b35f6
2266,1.133,0.026289177,#000089,0,0,137,0.007843137,0,385.037101,185.139722,#C0_0_93f72b35f6
2267,1.1335,0.02628979,#000089,0,0,137,0.007843137,0,385.161938,185.139617,#C0_0_93f72b35f6
2268,1.134,0.026283343,#000089,0,0,137,0.007843137,0,385.286774,185.140722,#C0_0_93f72b35f6
2269,1.1345,0.026267845,#000089,0,0,137,0.007843137,0,385.41161,185.143378,#C0_0_93f72b35f6
2270,1.135,0.026244938,#000089,0,0,137,0.007843137,0,385.536447,185.147304,#C0_0_93f72b35f6
2271,1.1355,0.026215805,#000089,0,0,137,0.007843137,0,385.661283,185.152297,#C0_0_93f72b35f6
2272,1.136,0.026178428,#000089,0,0,137,0.007843137,0,385.786119,185.158703,#C0_0_93f72b35f6
2273,1.1365,0.026128978,#000089,0,0,137,0.007843137,0,385.910956,185.167178,#C0_0_93f72b35f6
2274,1.137,0.026065927,#000089,0,0,137,0.007843137,0,386.035792,185.177984,#C0_0_93f72b35f6
2275,1.1375,0.02599273,#000089,0,0,137,0.007843137,0,386.160628,185.190529,#C0_0_93f72b35f6
2276,1.138,0.025910501,#000089,0,0,137,0.007843137,0,386.285465,185.204622,#C0_0_93f72b35f6
2277,1.1385,0.025816958,#000089,0,0,137,0.007843137,0,386.410301,185.220654,#C0_0_93f72b35f6
2278,1.139,0.025712375,#000089,0,0,137,0.007843137,0,386.535138,185.238578,#C0_0_93f72b35f6
2279,1.1395,0.025596462,#000089,0,0,137,0.007843137,0,386.659974,185.258444,#C0_0_93f72b35f6
2280,1.14,0.025469421,#000089,0,0,137,0.007843137,0,386.78481,185.280217,#C0_0_93f72b35f6
2281,1.1405,0.025331954,#000089,0,0,137,0.007843137,0,386.909647,185.303777,#C0_0_93f72b35f6
2282,1.141,0.025185239,#000089,0,0,137,0.007843137,0,387.034483,185.328922,#C0_0_93f72b35f6
2283,1.1415,0.025035221,#000089,0,0,137,0.007843137,0,387.159319,185.354633,#C0_0_93f72b35f6
2284,1.142,0.024883149,#000089,0,0,137,0.007843137,0,387.284156,185.380696,#C0_0_93f72b35f6
2285,1.1425,0.024725476,#000089,0,0,137,0.007843137,0,387.408992,185.407719,#C0_0_93f72b35f6
2286,1.143,0.02456394,#000089,0,0,137,0.007843137,0,387.533828,185.435404,#C0_0_93f72b35f6
2287,1.1435,0.024400818,#000089,0,0,137,0.007843137,0,387.658665,185.463361,#C0_0_93f72b35f6
2288,1.144,0.024237415,#000089,0,0,137,0.007843137,0,387.783501,185.491366,#C0_0_93f72b35f6
2289,1.1445,0.024075483,#000089,0,0,137,0.007843137,0,387.908338,185.519119,#C0_0_93f72b35f6
2290,1.145,0.023917489,#000089,0,0,137,0.007843137,0,388.033174,185.546197,#C0_0_93f72b35f6
2291,1.1455,0.023767961,#000089,0,0,137,0.007843137,0,388.15801,185.571824,#C0_0_93f72b35f6
2292,1.146,0.02362673,#000089,0,0,137,0.007843137,0,388.282847,185.596029,#C0_0_93f72b35f6
2293,1.1465,0.023492315,#000089,0,0,137,0.007843137,0,388.407683,185.619066,#C0_0_93f72b35f6
2294,1.147,0.023368028,#000089,0,0,137,0.007843137,0,388.532519,185.640367,#C0_0_93f72b35f6
2295,1.1475,0.023255732,#000089,0,0,137,0.007843137,0,388.657356,185.659613,#C0_0_93f72b35f6
2296,1.148,0.023158846,#000089,0,0,137,0.007843137,0,388.782192,185.676218,#C0_0_93f72b35f6
2297,1.1485,0.023081284,#000089,0,0,137,0.007843137,0,388.907028,185.689511,#C0_0_93f72b35f6
2298,1.149,0.023023537,#000089,0,0,137,0.007843137,0,389.031865,185.699408,#C0_0_93f72b35f6
2299,1.1495,0.022987274,#000089,0,0,137,0.007843137,0,389.156701,185.705623,#C0_0_93f72b35f6
2300,1.15,0.022971106,#000089,0,0,137,0.007843137,0,389.281538,185.708394,#C0_0_93f72b35f6
2301,1.1505,0.022970686,#000089,0,0,137,0.007843137,0,389.406374,185.708466,#C0_0_93f72b35f6
2302,1.151,0.022984503,#000089,0,0,137,0.007843137,0,389.53121,185.706098,#C0_0_93f72b35f6
2303,1.1515,0.023012241,#000089,0,0,137,0.007843137,0,389.656047,185.701344,#C0_0_93f72b35f6
2304,1.152,0.023052577,#000089,0,0,137,0.007843137,0,389.780883,185.694431,#C0_0_93f72b35f6
2305,1.1525,0.023100784,#000089,0,0,137,0.007843137,0,389.905719,185.686169,#C0_0_93f72b35f6
2306,1.153,0.023152737,#000089,0,0,137,0.007843137,0,390.030556,185.677265,#C0_0_93f72b35f6
2307,1.1535,0.023208471,#000089,0,0,137,0.007843137,0,390.155392,185.667713,#C0_0_93f72b35f6
2308,1.154,0.023266369,#000089,0,0,137,0.007843137,0,390.280228,185.65779,#C0_0_93f72b35f6
2309,1.1545,0.023324168,#00008d,0,0,141,0.011764706,0,390.405065,185.647884,#C0_0_93f72b35f6
2310,1.155,0.02338073,#00008d,0,0,141,0.011764706,0,390.529901,185.63819,#C0_0_93f72b35f6
2311,1.1555,0.023436167,#000092,0,0,146,0.015686275,0,390.654738,185.628689,#C0_0_93f72b35f6
2312,1.156,0.023495016,#000096,0,0,150,0.019607843,0,390.779574,185.618603,#C0_0_93f72b35f6
2313,1.1565,0.023560651,#000096,0,0,150,0.019607843,0,390.90441,185.607354,#C0_0_93f72b35f6
2314,1.157,0.023632653,#00009b,0,0,155,0.023529412,0,391.029247,185.595014,#C0_0_93f72b35f6
2315,1.1575,0.023709917,#00009b,0,0,155,0.023529412,0,391.154083,185.581772,#C0_0_93f72b35f6
2316,1.158,0.023790156,#00009b,0,0,155,0.023529412,0,391.278919,185.56802,#C0_0_93f72b35f6
2317,1.1585,0.023870997,#00009b,0,0,155,0.023529412,0,391.403756,185.554165,#C0_0_93f72b35f6
2318,1.159,0.023952153,#00009b,0,0,155,0.023529412,0,391.528592,185.540256,#C0_0_93f72b35f6
2319,1.1595,0.024035765,#00009b,0,0,155,0.023529412,0,391.653428,185.525926,#C0_0_93f72b35f6
2320,1.16,0.024121764,#000096,0,0,150,0.019607843,0,391.778265,185.511187,#C0_0_93f72b35f6
2321,1.1605,0.02420617,#000096,0,0,150,0.019607843,0,391.903101,185.496721,#C0_0_93f72b35f6
2322,1.161,0.024288691,#000096,0,0,150,0.019607843,0,392.027938,185.482578,#C0_0_93f72b35f6
2323,1.1615,0.024372437,#00009b,0,0,155,0.023529412,0,392.152774,185.468225,#C0_0_93f72b35f6
2324,1.162,0.024456732,#00009f,0,0,159,0.02745098,0,392.27761,185.453778,#C0_0_93f72b35f6
2325,1.1625,0.024540811,#0000a4,0,0,164,0.031372549,0,392.402447,185.439368,#C0_0_93f72b35f6
2326,1.163,0.024625766,#0000ad,0,0,173,0.039215686,0,392.527283,185.424808,#C0_0_93f72b35f6
2327,1.1635,0.024711735,#0000bb,0,0,187,0.050980392,0,392.652119,185.410074,#C0_0_93f72b35f6
2328,1.164,0.024796759,#0000c8,0,0,200,0.062745098,0,392.776956,185.395502,#C0_0_93f72b35f6
2329,1.1645,0.024876241,#0000d6,0,0,214,0.074509804,0,392.901792,185.38188,#C0_0_93f72b35f6
2330,1.165,0.024947933,#0000e3,0,0,227,0.08627451,0,393.026628,185.369593,#C0_0_93f72b35f6
2331,1.1655,0.025012389,#0000f1,0,0,241,0.098039216,0,393.151465,185.358546,#C0_0_93f72b35f6
2332,1.166,0.025068788,#0000fa,0,0,250,0.105882353,0,393.276301,185.34888,#C0_0_93f72b35f6
2333,1.1665,0.025116377,#0000ff,0,0,255,0.109803922,0,393.401138,185.340724,#C0_0_93f72b35f6
2334,1.167,0.025157949,#0000ff,0,0,255,0.109803922,0,393.525974,185.333599,#C0_0_93f72b35f6
2335,1.1675,0.02519587,#0000ff,0,0,255,0.109803922,0,393.65081,185.3271,#C0_0_93f72b35f6
2336,1.168,0.025234011,#0000ff,0,0,255,0.109803922,0,393.775647,185.320563,#C0_0_93f72b35f6
2337,1.1685,0.025280077,#0000ff,0,0,255,0.109803922,0,393.900483,185.312668,#C0_0_93f72b35f6
2338,1.169,0.025336254,#0000ff,0,0,255,0.109803922,0,394.025319,185.30304,#C0_0_93f72b35f6
2339,1.1695,0.025400232,#0000ff,0,0,255,0.109803922,0,394.150156,185.292075,#C0_0_93f72b35f6
2340,1.17,0.025470699,#0000ff,0,0,255,0.109803922,0,394.274992,185.279998,#C0_0_93f72b35f6
2341,1.1705,0.02554637,#0000ff,0,0,255,0.109803922,0,394.399828,185.267029,#C0_0_93f72b35f6
2342,1.171,0.025626009,#0000f6,0,0,246,0.101960784,0,394.524665,185.25338,#C0_0_93f72b35f6
2343,1.1715,0.025709528,#0000ed,0,0,237,0.094117647,0,394.649501,185.239066,#C0_0_93f72b35f6
2344,1.172,0.025792469,#0000e3,0,0,227,0.08627451,0,394.774338,185.224851,#C0_0_93f72b35f6
2345,1.1725,0.025866431,#0000da,0,0,218,0.078431373,0,394.899174,185.212175,#C0_0_93f72b35f6
2346,1.173,0.025928979,#0000d6,0,0,214,0.074509804,0,395.02401,185.201455,#C0_0_93f72b35f6
2347,1.1735,0.025980413,#0000cd,0,0,205,0.066666667,0,395.148847,185.19264,#C0_0_93f72b35f6
2348,1.174,0.026018619,#0000cd,0,0,205,0.066666667,0,395.273683,185.186092,#C0_0_93f72b35f6
2349,1.1745,0.026043738,#0000c8,0,0,200,0.062745098,0,395.398519,185.181787,#C0_0_93f72b35f6
2350,1.175,0.026058651,#0000cd,0,0,205,0.066666667,0,395.523356,185.179231,#C0_0_93f72b35f6
2351,1.1755,0.026063658,#0000cd,0,0,205,0.066666667,0,395.648192,185.178373,#C0_0_93f72b35f6
2352,1.176,0.026054322,#0000d1,0,0,209,0.070588235,0,395.773028,185.179973,#C0_0_93f72b35f6
2353,1.1765,0.026025043,#0000d6,0,0,214,0.074509804,0,395.897865,185.184991,#C0_0_93f72b35f6
2354,1.177,0.025975984,#0000d6,0,0,214,0.074509804,0,396.022701,185.193399,#C0_0_93f72b35f6
2355,1.1775,0.025911154,#0000da,0,0,218,0.078431373,0,396.147537,185.20451,#C0_0_93f72b35f6
2356,1.178,0.02583169,#0000d6,0,0,214,0.074509804,0,396.272374,185.218129,#C0_0_93f72b35f6
2357,1.1785,0.025737558,#0000d1,0,0,209,0.070588235,0,396.39721,185.234262,#C0_0_93f72b35f6
2358,1.179,0.025629947,#0000cd,0,0,205,0.066666667,0,396.522047,185.252705,#C0_0_93f72b35f6
