sample_index,time_sec,predicted_ecg_rendered,marker_color_hex,marker_red_8bit,marker_green_8bit,marker_blue_8bit,jet_colormap_position_approx,jet_rgb_distance_8bit,svg_x,svg_y,svg_marker_path_id
3522,1.761,-0.090402185,#000089,0,0,137,0.007843137,0,541.831574,205.139025,#C0_0_93f72b35f6
3523,1.7615,-0.091484774,#000089,0,0,137,0.007843137,0,541.95641,205.324566,#C0_0_93f72b35f6
3524,1.762,-0.092525114,#000089,0,0,137,0.007843137,0,542.081247,205.502866,#C0_0_93f72b35f6
3525,1.7625,-0.093524814,#000089,0,0,137,0.007843137,0,542.206083,205.674201,#C0_0_93f72b35f6
3526,1.763,-0.094483199,#000089,0,0,137,0.007843137,0,542.330919,205.838455,#C0_0_93f72b35f6
3527,1.7635,-0.095406738,#000089,0,0,137,0.007843137,0,542.455756,205.996737,#C0_0_93f72b35f6
3528,1.764,-0.096305147,#000089,0,0,137,0.007843137,0,542.580592,206.150712,#C0_0_93f72b35f6
3529,1.7645,-0.097183373,#000089,0,0,137,0.007843137,0,542.705428,206.301228,#C0_0_93f72b35f6
3530,1.765,-0.098046797,#000089,0,0,137,0.007843137,0,542.830265,206.449207,#C0_0_93f72b35f6
3531,1.7655,-0.09889861,#000089,0,0,137,0.007843137,0,542.955101,206.595196,#C0_0_93f72b35f6
3532,1.766,-0.099732842,#000089,0,0,137,0.007843137,0,543.079938,206.738172,#C0_0_93f72b35f6
3533,1.7665,-0.100543683,#000089,0,0,137,0.007843137,0,543.204774,206.877139,#C0_0_93f72b35f6
3534,1.767,-0.101333431,#000089,0,0,137,0.007843137,0,543.32961,207.012491,#C0_0_93f72b35f6
3535,1.7675,-0.102104268,#000089,0,0,137,0.007843137,0,543.454447,207.144602,#C0_0_93f72b35f6
3536,1.768,-0.102858243,#000089,0,0,137,0.007843137,0,543.579283,207.273823,#C0_0_93f72b35f6
3537,1.7685,-0.10360185,#000089,0,0,137,0.007843137,0,543.704119,207.401267,#C0_0_93f72b35f6
3538,1.769,-0.104338962,#000089,0,0,137,0.007843137,0,543.828956,207.527598,#C0_0_93f72b35f6
3539,1.7695,-0.105074972,#000089,0,0,137,0.007843137,0,543.953792,207.65374,#C0_0_93f72b35f6
3540,1.77,-0.105815539,#000089,0,0,137,0.007843137,0,544.078628,207.780663,#C0_0_93f72b35f6
3541,1.7705,-0.106553836,#000089,0,0,137,0.007843137,0,544.203465,207.907197,#C0_0_93f72b35f6
3542,1.771,-0.10728537,#000089,0,0,137,0.007843137,0,544.328301,208.032572,#C0_0_93f72b35f6
3543,1.7715,-0.108011962,#000089,0,0,137,0.007843137,0,544.453138,208.1571,#C0_0_93f72b35f6
3544,1.772,-0.108726699,#000089,0,0,137,0.007843137,0,544.577974,208.279596,#C0_0_93f72b35f6
3545,1.7725,-0.109426655,#000089,0,0,137,0.007843137,0,544.70281,208.399559,#C0_0_93f72b35f6
3546,1.773,-0.110114306,#000089,0,0,137,0.007843137,0,544.827647,208.517413,#C0_0_93f72b35f6
3547,1.7735,-0.110792762,#000089,0,0,137,0.007843137,0,544.952483,208.633691,#C0_0_93f72b35f6
3548,1.774,-0.111471655,#000089,0,0,137,0.007843137,0,545.077319,208.750044,#C0_0_93f72b35f6
3549,1.7745,-0.112152865,#000089,0,0,137,0.007843137,0,545.202156,208.866794,#C0_0_93f72b35f6
3550,1.775,-0.112831968,#000089,0,0,137,0.007843137,0,545.326992,208.983183,#C0_0_93f72b35f6
3551,1.7755,-0.113507845,#000089,0,0,137,0.007843137,0,545.451828,209.099019,#C0_0_93f72b35f6
3552,1.776,-0.114177239,#000089,0,0,137,0.007843137,0,545.576665,209.213744,#C0_0_93f72b35f6
3553,1.7765,-0.114836644,#000089,0,0,137,0.007843137,0,545.701501,209.326757,#C0_0_93f72b35f6
3554,1.777,-0.115485009,#000089,0,0,137,0.007843137,0,545.826338,209.437878,#C0_0_93f72b35f6
3555,1.7775,-0.116126292,#000089,0,0,137,0.007843137,0,545.951174,209.547785,#C0_0_93f72b35f6
3556,1.778,-0.116769558,#000089,0,0,137,0.007843137,0,546.07601,209.658032,#C0_0_93f72b35f6
3557,1.7785,-0.117419382,#000089,0,0,137,0.007843137,0,546.200847,209.769403,#C0_0_93f72b35f6
3558,1.779,-0.118072328,#000089,0,0,137,0.007843137,0,546.325683,209.881309,#C0_0_93f72b35f6
3559,1.7795,-0.118721475,#000089,0,0,137,0.007843137,0,546.450519,209.992564,#C0_0_93f72b35f6
3560,1.78,-0.119363411,#000089,0,0,137,0.007843137,0,546.575356,210.102583,#C0_0_93f72b35f6
3561,1.7805,-0.120005096,#000089,0,0,137,0.007843137,0,546.700192,210.212559,#C0_0_93f72b35f6
3562,1.781,-0.120656472,#000089,0,0,137,0.007843137,0,546.825028,210.324196,#C0_0_93f72b35f6
3563,1.7815,-0.121318532,#000089,0,0,137,0.007843137,0,546.949865,210.437664,#C0_0_93f72b35f6
3564,1.782,-0.12198781,#000089,0,0,137,0.007843137,0,547.074701,210.552369,#C0_0_93f72b35f6
3565,1.7825,-0.122662671,#000089,0,0,137,0.007843137,0,547.199538,210.668031,#C0_0_93f72b35f6
3566,1.783,-0.123344452,#000089,0,0,137,0.007843137,0,547.324374,210.784879,#C0_0_93f72b35f6
3567,1.7835,-0.124030586,#000089,0,0,137,0.007843137,0,547.44921,210.902473,#C0_0_93f72b35f6
3568,1.784,-0.124710897,#000089,0,0,137,0.007843137,0,547.574047,211.019069,#C0_0_93f72b35f6
3569,1.7845,-0.125382573,#000089,0,0,137,0.007843137,0,547.698883,211.134185,#C0_0_93f72b35f6
3570,1.785,-0.126050135,#000089,0,0,137,0.007843137,0,547.823719,211.248596,#C0_0_93f72b35f6
3571,1.7855,-0.126713513,#000089,0,0,137,0.007843137,0,547.948556,211.36229,#C0_0_93f72b35f6
3572,1.786,-0.127370462,#000089,0,0,137,0.007843137,0,548.073392,211.474882,#C0_0_93f72b35f6
3573,1.7865,-0.128020642,#000089,0,0,137,0.007843137,0,548.198228,211.586314,#C0_0_93f72b35f6
3574,1.787,-0.128665746,#000089,0,0,137,0.007843137,0,548.323065,211.696876,#C0_0_93f72b35f6
3575,1.7875,-0.129305027,#000089,0,0,137,0.007843137,0,548.447901,211.80644,#C0_0_93f72b35f6
3576,1.788,-0.129933986,#000089,0,0,137,0.007843137,0,548.572738,211.914235,#C0_0_93f72b35f6
3577,1.7885,-0.130550092,#000089,0,0,137,0.007843137,0,548.697574,212.019827,#C0_0_93f72b35f6
3578,1.789,-0.131148938,#000089,0,0,137,0.007843137,0,548.82241,212.122461,#C0_0_93f72b35f6
3579,1.7895,-0.1317248,#000089,0,0,137,0.007843137,0,548.947247,212.221156,#C0_0_93f72b35f6
3580,1.79,-0.132275188,#000089,0,0,137,0.007843137,0,549.072083,212.315485,#C0_0_93f72b35f6
3581,1.7905,-0.132800674,#000089,0,0,137,0.007843137,0,549.196919,212.405546,#C0_0_93f72b35f6
3582,1.791,-0.133304798,#000089,0,0,137,0.007843137,0,549.321756,212.491946,#C0_0_93f72b35f6
3583,1.7915,-0.133787509,#000089,0,0,137,0.007843137,0,549.446592,212.574676,#C0_0_93f72b35f6
3584,1.792,-0.134246104,#000089,0,0,137,0.007843137,0,549.571428,212.653273,#C0_0_93f72b35f6
3585,1.7925,-0.134685579,#000089,0,0,137,0.007843137,0,549.696265,212.728593,#C0_0_93f72b35f6
3586,1.793,-0.135112416,#000089,0,0,137,0.007843137,0,549.821101,212.801747,#C0_0_93f72b35f6
3587,1.7935,-0.135527852,#000089,0,0,137,0.007843137,0,549.945938,212.872947,#C0_0_93f72b35f6
3588,1.794,-0.135932575,#000089,0,0,137,0.007843137,0,550.070774,212.942311,#C0_0_93f72b35f6
3589,1.7945,-0.136321702,#000089,0,0,137,0.007843137,0,550.19561,213.009002,#C0_0_93f72b35f6
3590,1.795,-0.136688341,#000089,0,0,137,0.007843137,0,550.320447,213.071839,#C0_0_93f72b35f6
3591,1.7955,-0.137029996,#000089,0,0,137,0.007843137,0,550.445283,213.130394,#C0_0_93f72b35f6
3592,1.796,-0.137349654,#000089,0,0,137,0.007843137,0,550.570119,213.185179,#C0_0_93f72b35f6
3593,1.7965,-0.137654142,#000089,0,0,137,0.007843137,0,550.694956,213.237364,#C0_0_93f72b35f6
3594,1.797,-0.137943371,#000089,0,0,137,0.007843137,0,550.819792,213.286934,#C0_0_93f72b35f6
3595,1.7975,-0.138214922,#000089,0,0,137,0.007843137,0,550.944628,213.333474,#C0_0_93f72b35f6
3596,1.798,-0.13846867,#000089,0,0,137,0.007843137,0,551.069465,213.376963,#C0_0_93f72b35f6
3597,1.7985,-0.138702423,#000089,0,0,137,0.007843137,0,551.194301,213.417025,#C0_0_93f72b35f6
3598,1.799,-0.138915368,#000089,0,0,137,0.007843137,0,551.319138,213.453521,#C0_0_93f72b35f6
3599,1.7995,-0.139108715,#000089,0,0,137,0.007843137,0,551.443974,213.486658,#C0_0_93f72b35f6
3600,1.8,-0.139286734,#000089,0,0,137,0.007843137,0,551.56881,213.517168,#C0_0_93f72b35f6
3601,1.8005,-0.139455832,#000089,0,0,137,0.007843137,0,551.693647,213.546149,#C0_0_93f72b35f6
3602,1.801,-0.139618126,#000089,0,0,137,0.007843137,0,551.818483,213.573964,#C0_0_93f72b35f6
3603,1.8015,-0.139773272,#000089,0,0,137,0.007843137,0,551.943319,213.600554,#C0_0_93f72b35f6
3604,1.802,-0.139924405,#000089,0,0,137,0.007843137,0,552.068156,213.626456,#C0_0_93f72b35f6
3605,1.8025,-0.140073139,#000089,0,0,137,0.007843137,0,552.192992,213.651947,#C0_0_93f72b35f6
3606,1.803,-0.140215665,#000089,0,0,137,0.007843137,0,552.317828,213.676374,#C0_0_93f72b35f6
3607,1.8035,-0.140349304,#000089,0,0,137,0.007843137,0,552.442665,213.699278,#C0_0_93f72b35f6
3608,1.804,-0.140477909,#000089,0,0,137,0.007843137,0,552.567501,213.721319,#C0_0_93f72b35f6
3609,1.8045,-0.140608001,#000089,0,0,137,0.007843137,0,552.692338,213.743615,#C0_0_93f72b35f6
3610,1.805,-0.140738139,#000089,0,0,137,0.007843137,0,552.817174,213.765919,#C0_0_93f72b35f6
3611,1.8055,-0.140862332,#000089,0,0,137,0.007843137,0,552.94201,213.787204,#C0_0_93f72b35f6
3612,1.806,-0.14097925,#000089,0,0,137,0.007843137,0,553.066847,213.807242,#C0_0_93f72b35f6
3613,1.8065,-0.141086557,#000089,0,0,137,0.007843137,0,553.191683,213.825633,#C0_0_93f72b35f6
3614,1.807,-0.141182241,#000089,0,0,137,0.007843137,0,553.316519,213.842032,#C0_0_93f72b35f6
3615,1.8075,-0.141272021,#000089,0,0,137,0.007843137,0,553.441356,213.857419,#C0_0_93f72b35f6
3616,1.808,-0.141361555,#000089,0,0,137,0.007843137,0,553.566192,213.872764,#C0_0_93f72b35f6
3617,1.8085,-0.141449859,#000089,0,0,137,0.007843137,0,553.691028,213.887898,#C0_0_93f72b35f6
3618,1.809,-0.141533127,#000089,0,0,137,0.007843137,0,553.815865,213.902169,#C0_0_93f72b35f6
3619,1.8095,-0.141608769,#000089,0,0,137,0.007843137,0,553.940701,213.915133,#C0_0_93f72b35f6
3620,1.81,-0.141678442,#000089,0,0,137,0.007843137,0,554.065538,213.927074,#C0_0_93f72b35f6
3621,1.8105,-0.1417442,#000089,0,0,137,0.007843137,0,554.190374,213.938344,#C0_0_93f72b35f6
3622,1.811,-0.141802559,#000089,0,0,137,0.007843137,0,554.31521,213.948346,#C0_0_93f72b35f6
3623,1.8115,-0.141849897,#000089,0,0,137,0.007843137,0,554.440047,213.956459,#C0_0_93f72b35f6
3624,1.812,-0.141894935,#000089,0,0,137,0.007843137,0,554.564883,213.964178,#C0_0_93f72b35f6
3625,1.8125,-0.14195875,#000089,0,0,137,0.007843137,0,554.689719,213.975115,#C0_0_93f72b35f6
3626,1.813,-0.142050257,#000089,0,0,137,0.007843137,0,554.814556,213.990798,#C0_0_93f72b35f6
3627,1.8135,-0.142160044,#000089,0,0,137,0.007843137,0,554.939392,214.009614,#C0_0_93f72b35f6
3628,1.814,-0.142281728,#000089,0,0,137,0.007843137,0,555.064228,214.030469,#C0_0_93f72b35f6
3629,1.8145,-0.14241196,#000089,0,0,137,0.007843137,0,555.189065,214.052789,#C0_0_93f72b35f6
3630,1.815,-0.142548739,#000089,0,0,137,0.007843137,0,555.313901,214.076231,#C0_0_93f72b35f6
3631,1.8155,-0.142693966,#000089,0,0,137,0.007843137,0,555.438738,214.101121,#C0_0_93f72b35f6
3632,1.816,-0.142845816,#000089,0,0,137,0.007843137,0,555.563574,214.127146,#C0_0_93f72b35f6
3633,1.8165,-0.143003507,#000089,0,0,137,0.007843137,0,555.68841,214.154172,#C0_0_93f72b35f6
3634,1.817,-0.143167283,#000089,0,0,137,0.007843137,0,555.813247,214.182241,#C0_0_93f72b35f6
3635,1.8175,-0.143333708,#000089,0,0,137,0.007843137,0,555.938083,214.210764,#C0_0_93f72b35f6
3636,1.818,-0.143499182,#000089,0,0,137,0.007843137,0,556.062919,214.239124,#C0_0_93f72b35f6
3637,1.8185,-0.143657929,#000089,0,0,137,0.007843137,0,556.187756,214.266331,#C0_0_93f72b35f6
3638,1.819,-0.143809359,#000089,0,0,137,0.007843137,0,556.312592,214.292284,#C0_0_93f72b35f6
3639,1.8195,-0.143958665,#000089,0,0,137,0.007843137,0,556.437428,214.317873,#C0_0_93f72b35f6
3640,1.82,-0.144109768,#000089,0,0,137,0.007843137,0,556.562265,214.34377,#C0_0_93f72b35f6
3641,1.8205,-0.144266181,#000089,0,0,137,0.007843137,0,556.687101,214.370577,#C0_0_93f72b35f6
3642,1.821,-0.144424355,#000089,0,0,137,0.007843137,0,556.811937,214.397686,#C0_0_93f72b35f6
3643,1.8215,-0.144580471,#000089,0,0,137,0.007843137,0,556.936774,214.424442,#C0_0_93f72b35f6
3644,1.822,-0.144733937,#000089,0,0,137,0.007843137,0,557.06161,214.450744,#C0_0_93f72b35f6
3645,1.8225,-0.144878575,#000089,0,0,137,0.007843137,0,557.186447,214.475533,#C0_0_93f72b35f6
3646,1.823,-0.145010149,#000089,0,0,137,0.007843137,0,557.311283,214.498083,#C0_0_93f72b35f6
3647,1.8235,-0.145128939,#000089,0,0,137,0.007843137,0,557.436119,214.518442,#C0_0_93f72b35f6
3648,1.824,-0.145236591,#000089,0,0,137,0.007843137,0,557.560956,214.536892,#C0_0_93f72b35f6
3649,1.8245,-0.14533759,#000089,0,0,137,0.007843137,0,557.685792,214.554202,#C0_0_93f72b35f6
3650,1.825,-0.145430457,#000089,0,0,137,0.007843137,0,557.810628,214.570118,#C0_0_93f72b35f6
3651,1.8255,-0.14550901,#000089,0,0,137,0.007843137,0,557.935465,214.583581,#C0_0_93f72b35f6
3652,1.826,-0.145567696,#000089,0,0,137,0.007843137,0,558.060301,214.593639,#C0_0_93f72b35f6
3653,1.8265,-0.145602168,#000089,0,0,137,0.007843137,0,558.185138,214.599547,#C0_0_93f72b35f6
3654,1.827,-0.145616405,#000089,0,0,137,0.007843137,0,558.309974,214.601987,#C0_0_93f72b35f6
3655,1.8275,-0.145610827,#000089,0,0,137,0.007843137,0,558.43481,214.601031,#C0_0_93f72b35f6
3656,1.828,-0.145575544,#000089,0,0,137,0.007843137,0,558.559647,214.594984,#C0_0_93f72b35f6
3657,1.8285,-0.145506834,#000089,0,0,137,0.007843137,0,558.684483,214.583208,#C0_0_93f72b35f6
3658,1.829,-0.145408185,#000089,0,0,137,0.007843137,0,558.809319,214.566301,#C0_0_93f72b35f6
3659,1.8295,-0.145283811,#000089,0,0,137,0.007843137,0,558.934156,214.544985,#C0_0_93f72b35f6
3660,1.83,-0.145135952,#000089,0,0,137,0.007843137,0,559.058992,214.519644,#C0_0_93f72b35f6
3661,1.8305,-0.144960104,#000089,0,0,137,0.007843137,0,559.183828,214.489506,#C0_0_93f72b35f6
3662,1.831,-0.14475262,#000089,0,0,137,0.007843137,0,559.308665,214.453946,#C0_0_93f72b35f6
3663,1.8315,-0.144514059,#000089,0,0,137,0.007843137,0,559.433501,214.41306,#C0_0_93f72b35f6
3664,1.832,-0.144249166,#000089,0,0,137,0.007843137,0,559.558338,214.367661,#C0_0_93f72b35f6
3665,1.8325,-0.143970795,#000089,0,0,137,0.007843137,0,559.683174,214.319952,#C0_0_93f72b35f6
3666,1.833,-0.143686344,#000089,0,0,137,0.007843137,0,559.80801,214.271201,#C0_0_93f72b35f6
3667,1.8335,-0.143395709,#000089,0,0,137,0.007843137,0,559.932847,214.22139,#C0_0_93f72b35f6
3668,1.834,-0.143098491,#000089,0,0,137,0.007843137,0,560.057683,214.170451,#C0_0_93f72b35f6
3669,1.8345,-0.142790742,#000089,0,0,137,0.007843137,0,560.182519,214.117707,#C0_0_93f72b35f6
3670,1.835,-0.142471772,#000089,0,0,137,0.007843137,0,560.307356,214.06304,#C0_0_93f72b35f6
3671,1.8355,-0.142142656,#000089,0,0,137,0.007843137,0,560.432192,214.006634,#C0_0_93f72b35f6
3672,1.836,-0.141799636,#000089,0,0,137,0.007843137,0,560.557028,213.947845,#C0_0_93f72b35f6
3673,1.8365,-0.141443371,#000089,0,0,137,0.007843137,0,560.681865,213.886786,#C0_0_93f72b35f6
3674,1.837,-0.141075833,#000089,0,0,137,0.007843137,0,560.806701,213.823795,#C0_0_93f72b35f6
3675,1.8375,-0.140698136,#000089,0,0,137,0.007843137,0,560.931537,213.759063,#C0_0_93f72b35f6
3676,1.838,-0.14031331,#000089,0,0,137,0.007843137,0,561.056374,213.693109,#C0_0_93f72b35f6
3677,1.8385,-0.139919095,#000089,0,0,137,0.007843137,0,561.18121,213.625546,#C0_0_93f72b35f6
3678,1.839,-0.139513625,#000089,0,0,137,0.007843137,0,561.306047,213.556054,#C0_0_93f72b35f6
3679,1.8395,-0.13910043,#000089,0,0,137,0.007843137,0,561.430883,213.485238,#C0_0_93f72b35f6
3680,1.84,-0.138678488,#000089,0,0,137,0.007843137,0,561.555719,213.412923,#C0_0_93f72b35f6
3681,1.8405,-0.138240641,#000089,0,0,137,0.007843137,0,561.680556,213.337882,#C0_0_93f72b35f6
3682,1.841,-0.137784333,#000089,0,0,137,0.007843137,0,561.805392,213.259677,#C0_0_93f72b35f6
3683,1.8415,-0.137313344,#000089,0,0,137,0.007843137,0,561.930228,213.178956,#C0_0_93f72b35f6
3684,1.842,-0.136828778,#000089,0,0,137,0.007843137,0,562.055065,213.095908,#C0_0_93f72b35f6
3685,1.8425,-0.136328219,#000089,0,0,137,0.007843137,0,562.179901,213.010119,#C0_0_93f72b35f6
3686,1.843,-0.135814374,#000089,0,0,137,0.007843137,0,562.304738,212.922053,#C0_0_93f72b35f6
3687,1.8435,-0.135292471,#000089,0,0,137,0.007843137,0,562.429574,212.832606,#C0_0_93f72b35f6
3688,1.844,-0.134764407,#000089,0,0,137,0.007843137,0,562.55441,212.742103,#C0_0_93f72b35f6
3689,1.8445,-0.134228746,#000089,0,0,137,0.007843137,0,562.679247,212.650298,#C0_0_93f72b35f6
3690,1.845,-0.133686252,#000089,0,0,137,0.007843137,0,562.804083,212.557322,#C0_0_93f72b35f6
3691,1.8455,-0.133144254,#000089,0,0,137,0.007843137,0,562.928919,212.464431,#C0_0_93f72b35f6
3692,1.846,-0.132604602,#000089,0,0,137,0.007843137,0,563.053756,212.371942,#C0_0_93f72b35f6
3693,1.8465,-0.132062896,#000089,0,0,137,0.007843137,0,563.178592,212.279101,#C0_0_93f72b35f6
3694,1.847,-0.131518518,#000089,0,0,137,0.007843137,0,563.303428,212.185802,#C0_0_93f72b35f6
3695,1.8475,-0.130972949,#000089,0,0,137,0.007843137,0,563.428265,212.092299,#C0_0_93f72b35f6
3696,1.848,-0.130424889,#000089,0,0,137,0.007843137,0,563.553101,211.998369,#C0_0_93f72b35f6
3697,1.8485,-0.129869839,#000089,0,0,137,0.007843137,0,563.677938,211.903241,#C0_0_93f72b35f6
3698,1.849,-0.129303889,#000089,0,0,137,0.007843137,0,563.802774,211.806245,#C0_0_93f72b35f6
3699,1.8495,-0.128728213,#000089,0,0,137,0.007843137,0,563.92761,211.707582,#C0_0_93f72b35f6
3700,1.85,-0.128147193,#000089,0,0,137,0.007843137,0,564.052447,211.608003,#C0_0_93f72b35f6
3701,1.8505,-0.127559917,#000089,0,0,137,0.007843137,0,564.177283,211.507352,#C0_0_93f72b35f6
3702,1.851,-0.126963656,#000089,0,0,137,0.007843137,0,564.302119,211.405161,#C0_0_93f72b35f6
3703,1.8515,-0.126358549,#000089,0,0,137,0.007843137,0,564.426956,211.301454,#C0_0_93f72b35f6
3704,1.852,-0.12574741,#000089,0,0,137,0.007843137,0,564.551792,211.196713,#C0_0_93f72b35f6
3705,1.8525,-0.125137425,#000089,0,0,137,0.007843137,0,564.676628,211.09217,#C0_0_93f72b35f6
3706,1.853,-0.124530072,#000089,0,0,137,0.007843137,0,564.801465,210.988078,#C0_0_93f72b35f6
3707,1.8535,-0.123922223,#000089,0,0,137,0.007843137,0,564.926301,210.883901,#C0_0_93f72b35f6
3708,1.854,-0.123319223,#000089,0,0,137,0.007843137,0,565.051138,210.780555,#C0_0_93f72b35f6
3709,1.8545,-0.122725727,#000089,0,0,137,0.007843137,0,565.175974,210.678838,#C0_0_93f72b35f6
3710,1.855,-0.122137524,#000089,0,0,137,0.007843137,0,565.30081,210.578028,#C0_0_93f72b35f6
3711,1.8555,-0.121547483,#000089,0,0,137,0.007843137,0,565.425647,210.476903,#C0_0_93f72b35f6
3712,1.856,-0.120960481,#000089,0,0,137,0.007843137,0,565.550483,210.376299,#C0_0_93f72b35f6
3713,1.8565,-0.12039969,#000089,0,0,137,0.007843137,0,565.675319,210.280187,#C0_0_93f72b35f6
3714,1.857,-0.119870558,#000089,0,0,137,0.007843137,0,565.800156,210.189501,#C0_0_93f72b35f6
3715,1.8575,-0.119361725,#000089,0,0,137,0.007843137,0,565.924992,210.102294,#C0_0_93f72b35f6
3716,1.858,-0.118876143,#000089,0,0,137,0.007843137,0,566.049828,210.019072,#C0_0_93f72b35f6
3717,1.8585,-0.1184148,#000089,0,0,137,0.007843137,0,566.174665,209.940004,#C0_0_93f72b35f6
3718,1.859,-0.117969262,#000089,0,0,137,0.007843137,0,566.299501,209.863645,#C0_0_93f72b35f6
3719,1.8595,-0.117533918,#000089,0,0,137,0.007843137,0,566.424338,209.789033,#C0_0_93f72b35f6
3720,1.86,-0.117108359,#000089,0,0,137,0.007843137,0,566.549174,209.716098,#C0_0_93f72b35f6
3721,1.8605,-0.116691039,#000089,0,0,137,0.007843137,0,566.67401,209.644575,#C0_0_93f72b35f6
3722,1.861,-0.116275557,#000089,0,0,137,0.007843137,0,566.798847,209.573367,#C0_0_93f72b35f6
3723,1.8615,-0.115859619,#000089,0,0,137,0.007843137,0,566.923683,209.502081,#C0_0_93f72b35f6
3724,1.862,-0.115444113,#000089,0,0,137,0.007843137,0,567.048519,209.430869,#C0_0_93f72b35f6
3725,1.8625,-0.115024541,#000089,0,0,137,0.007843137,0,567.173356,209.35896,#C0_0_93f72b35f6
3726,1.863,-0.114592581,#000089,0,0,137,0.007843137,0,567.298192,209.284928,#C0_0_93f72b35f6
3727,1.8635,-0.114143747,#000089,0,0,137,0.007843137,0,567.423028,209.208004,#C0_0_93f72b35f6
3728,1.864,-0.113677065,#000089,0,0,137,0.007843137,0,567.547865,209.128021,#C0_0_93f72b35f6
3729,1.8645,-0.113189855,#000089,0,0,137,0.007843137,0,567.672701,209.04452,#C0_0_93f72b35f6
3730,1.865,-0.112683578,#000089,0,0,137,0.007843137,0,567.797538,208.957751,#C0_0_93f72b35f6
3731,1.8655,-0.112166751,#000089,0,0,137,0.007843137,0,567.922374,208.869174,#C0_0_93f72b35f6
3732,1.866,-0.111642923,#000089,0,0,137,0.007843137,0,568.04721,208.779397,#C0_0_93f72b35f6
3733,1.8665,-0.111105564,#000089,0,0,137,0.007843137,0,568.172047,208.687301,#C0_0_93f72b35f6
3734,1.867,-0.110552124,#000089,0,0,137,0.007843137,0,568.296883,208.592449,#C0_0_93f72b35f6
3735,1.8675,-0.109982236,#000089,0,0,137,0.007843137,0,568.421719,208.494778,#C0_0_93f72b35f6
3736,1.868,-0.109391437,#000089,0,0,137,0.007843137,0,568.546556,208.393523,#C0_0_93f72b35f6
3737,1.8685,-0.108777473,#000089,0,0,137,0.007843137,0,568.671392,208.288298,#C0_0_93f72b35f6
3738,1.869,-0.108139709,#000089,0,0,137,0.007843137,0,568.796228,208.178994,#C0_0_93f72b35f6
3739,1.8695,-0.107480024,#000089,0,0,137,0.007843137,0,568.921065,208.065933,#C0_0_93f72b35f6
3740,1.87,-0.106805268,#000089,0,0,137,0.007843137,0,569.045901,207.950289,#C0_0_93f72b35f6
3741,1.8705,-0.10612096,#000089,0,0,137,0.007843137,0,569.170738,207.833008,#C0_0_93f72b35f6
3742,1.871,-0.105429481,#000089,0,0,137,0.007843137,0,569.295574,207.714498,#C0_0_93f72b35f6
3743,1.8715,-0.104736077,#000089,0,0,137,0.007843137,0,569.42041,207.595658,#C0_0_93f72b35f6
3744,1.872,-0.104049324,#000089,0,0,137,0.007843137,0,569.545247,207.477958,#C0_0_93f72b35f6
3745,1.8725,-0.103379457,#000089,0,0,137,0.007843137,0,569.670083,207.363152,#C0_0_93f72b35f6
3746,1.873,-0.102734301,#000089,0,0,137,0.007843137,0,569.794919,207.252581,#C0_0_93f72b35f6
3747,1.8735,-0.102115996,#000089,0,0,137,0.007843137,0,569.919756,207.146612,#C0_0_93f72b35f6
3748,1.874,-0.101523644,#000089,0,0,137,0.007843137,0,570.044592,207.045091,#C0_0_93f72b35f6
3749,1.8745,-0.100954655,#000089,0,0,137,0.007843137,0,570.169428,206.947574,#C0_0_93f72b35f6
3750,1.875,-0.100402866,#000089,0,0,137,0.007843137,0,570.294265,206.853005,#C0_0_93f72b35f6
3751,1.8755,-0.09986217,#000089,0,0,137,0.007843137,0,570.419101,206.760337,#C0_0_93f72b35f6
3752,1.876,-0.099326316,#000089,0,0,137,0.007843137,0,570.543938,206.668499,#C0_0_93f72b35f6
3753,1.8765,-0.098784219,#000089,0,0,137,0.007843137,0,570.668774,206.575591,#C0_0_93f72b35f6
3754,1.877,-0.098231421,#000089,0,0,137,0.007843137,0,570.79361,206.480849,#C0_0_93f72b35f6
3755,1.8775,-0.097673961,#000089,0,0,137,0.007843137,0,570.918447,206.385308,#C0_0_93f72b35f6
3756,1.878,-0.097114867,#000089,0,0,137,0.007843137,0,571.043283,206.289487,#C0_0_93f72b35f6
3757,1.8785,-0.096552705,#000089,0,0,137,0.007843137,0,571.168119,206.19314,#C0_0_93f72b35f6
3758,1.879,-0.095985116,#000089,0,0,137,0.007843137,0,571.292956,206.095863,#C0_0_93f72b35f6
3759,1.8795,-0.095411849,#000089,0,0,137,0.007843137,0,571.417792,205.997613,#C0_0_93f72b35f6
3760,1.88,-0.094830502,#000089,0,0,137,0.007843137,0,571.542628,205.897978,#C0_0_93f72b35f6
3761,1.8805,-0.094229445,#000089,0,0,137,0.007843137,0,571.667465,205.794965,#C0_0_93f72b35f6
3762,1.881,-0.093604173,#000089,0,0,137,0.007843137,0,571.792301,205.687802,#C0_0_93f72b35f6
3763,1.8815,-0.092959979,#000089,0,0,137,0.007843137,0,571.917138,205.577396,#C0_0_93f72b35f6
3764,1.882,-0.092296939,#000089,0,0,137,0.007843137,0,572.041974,205.46376,#C0_0_93f72b35f6
3765,1.8825,-0.09161549,#000089,0,0,137,0.007843137,0,572.16681,205.346969,#C0_0_93f72b35f6
3766,1.883,-0.090915796,#000089,0,0,137,0.007843137,0,572.291647,205.227051,#C0_0_93f72b35f6
