sample_index,time_seconds,measured_ecg,predicted_ecg
0,0.0000000,-0.00013445474905893207,-0.24120000004768372
1,0.0005000,-0.00063422298990190029,-0.21739999949932098
2,0.0010000,-0.0015279356157407165,-0.19410000741481781
3,0.0015000,-0.0026927513536065817,-0.17129999399185181
4,0.0020000,-0.0040344446897506714,-0.14910000562667847
5,0.0025000,-0.0054798414930701256,-0.12759999930858612
6,0.0030000,-0.0069588758051395416,-0.10670000314712524
7,0.0035000,-0.008393527939915657,-0.086499996483325958
8,0.0040000,-0.0096693690866231918,-0.067000001668930054
9,0.0045000,-0.010650796815752983,-0.048200000077486038
10,0.0050000,-0.011256114579737186,-0.03020000085234642
11,0.0055000,-0.011468850076198578,-0.013000000268220901
12,0.0060000,-0.011283244006335735,0.0034000000450760126
13,0.0065000,-0.01067789364606142,0.019099999219179153
14,0.0070000,-0.0096573140472173691,0.034000001847743988
15,0.0075000,-0.0082428585737943649,0.048099998384714127
16,0.0080000,-0.006425345316529274,0.061400000005960464
17,0.0085000,-0.0041907774284482002,0.074000000953674316
18,0.0090000,-0.0015487829223275185,0.085699997842311859
19,0.0095000,0.0014816191978752613,0.096699997782707214
20,0.0100000,0.0049121733754873276,0.10700000077486038
21,0.0105000,0.0087548820301890373,0.11649999767541885
22,0.0110000,0.012981855310499668,0.12530000507831573
23,0.0115000,0.017572298645973206,0.13339999318122864
24,0.0120000,0.022483065724372864,0.14079999923706055
25,0.0125000,0.027633130550384521,0.14759999513626099
26,0.0130000,0.032981220632791519,0.15369999408721924
27,0.0135000,0.038515917956829071,0.15919999778270721
28,0.0140000,0.044230416417121887,0.16419999301433563
29,0.0145000,0.050118640065193176,0.16859999299049377
30,0.0150000,0.056165814399719238,0.17239999771118164
31,0.0155000,0.062361538410186768,0.17579999566078186
32,0.0160000,0.068673789501190186,0.17870000004768372
33,0.0165000,0.075051680207252502,0.18109999597072601
34,0.0170000,0.081473156809806824,0.18310000002384186
35,0.0175000,0.087932713329792023,0.18479999899864197
36,0.0180000,0.094413995742797852,0.18610000610351562
37,0.0185000,0.10089503973722458,0.18700000643730164
38,0.0190000,0.10736150294542313,0.18760000169277191
39,0.0195000,0.11380826681852341,0.18799999356269836
40,0.0200000,0.12022300064563751,0.18809999525547028
41,0.0205000,0.12658277153968811,0.18790000677108765
42,0.0210000,0.13286569714546204,0.18760000169277191
43,0.0215000,0.13905778527259827,0.18709999322891235
44,0.0220000,0.14514407515525818,0.18639999628067017
45,0.0225000,0.15110175311565399,0.18559999763965607
46,0.0230000,0.1569177508354187,0.18469999730587006
47,0.0235000,0.16258737444877625,0.18369999527931213
48,0.0240000,0.16808196902275085,0.18260000646114349
49,0.0245000,0.17335928976535797,0.18140000104904175
50,0.0250000,0.17839847505092621,0.18019999563694
51,0.0255000,0.18319800496101379,0.17900000512599945
52,0.0260000,0.18775685131549835,0.17779999971389771
53,0.0265000,0.19206660985946655,0.17659999430179596
54,0.0270000,0.19612571597099304,0.1753000020980835
55,0.0275000,0.1999397873878479,0.17409999668598175
56,0.0280000,0.20349714159965515,0.17299999296665192
57,0.0285000,0.20677925646305084,0.17190000414848328
58,0.0290000,0.20978206396102905,0.17080000042915344
59,0.0295000,0.21251505613327026,0.16979999840259552
60,0.0300000,0.21498933434486389,0.1687999963760376
61,0.0305000,0.21720603108406067,0.1679999977350235
62,0.0310000,0.2191694974899292,0.1671999990940094
63,0.0315000,0.22088322043418884,0.1664000004529953
64,0.0320000,0.22234031558036804,0.16580000519752502
65,0.0325000,0.22354403138160706,0.16519999504089355
66,0.0330000,0.22451142966747284,0.16470000147819519
67,0.0335000,0.22526191174983978,0.16429999470710754
68,0.0340000,0.22581087052822113,0.164000004529953
69,0.0345000,0.2261628657579422,0.16380000114440918
70,0.0350000,0.22631765902042389,0.16359999775886536
71,0.0355000,0.22627666592597961,0.16349999606609344
72,0.0360000,0.22605158388614655,0.16349999606609344
73,0.0365000,0.22567072510719299,0.16359999775886536
74,0.0370000,0.2251552939414978,0.16369999945163727
75,0.0375000,0.22451490163803101,0.164000004529953
76,0.0380000,0.22376316785812378,0.16419999301433563
77,0.0385000,0.22291101515293121,0.16459999978542328
78,0.0390000,0.22196203470230103,0.16500000655651093
79,0.0395000,0.22091765701770782,0.16539999842643738
80,0.0400000,0.21978260576725006,0.16590000689029694
81,0.0405000,0.2185722291469574,0.1664000004529953
82,0.0410000,0.21730642020702362,0.16699999570846558
83,0.0415000,0.21599894762039185,0.16760000586509705
84,0.0420000,0.21466048061847687,0.16830000281333923
85,0.0425000,0.21330356597900391,0.16899999976158142
86,0.0430000,0.21193501353263855,0.16969999670982361
87,0.0435000,0.21055330336093903,0.1703999936580658
88,0.0440000,0.20916414260864258,0.17120000720024109
89,0.0445000,0.20778042078018188,0.17190000414848328
90,0.0450000,0.20640832185745239,0.17270000278949738
91,0.0455000,0.20505370199680328,0.17350000143051147
92,0.0460000,0.20372909307479858,0.17430000007152557
93,0.0465000,0.20244252681732178,0.17499999701976776
94,0.0470000,0.20119732618331909,0.17579999566078186
95,0.0475000,0.19999635219573975,0.17659999430179596
96,0.0480000,0.19884154200553894,0.17739999294281006
97,0.0485000,0.19774216413497925,0.17810000479221344
98,0.0490000,0.19671241939067841,0.17890000343322754
99,0.0495000,0.19575759768486023,0.17960000038146973
100,0.0500000,0.19487902522087097,0.18039999902248383
101,0.0505000,0.19408276677131653,0.18109999597072601
102,0.0510000,0.19337315857410431,0.1817999929189682
103,0.0515000,0.19275225698947906,0.18250000476837158
104,0.0520000,0.19221547245979309,0.18310000002384186
105,0.0525000,0.19175222516059875,0.18379999697208405
106,0.0530000,0.1913575679063797,0.18440000712871552
107,0.0535000,0.19102758169174194,0.18500000238418579
108,0.0540000,0.19076068699359894,0.18559999763965607
109,0.0545000,0.19056424498558044,0.18619999289512634
110,0.0550000,0.19044435024261475,0.1867000013589859
111,0.0555000,0.19040243327617645,0.18719999492168427
112,0.0560000,0.1904485821723938,0.18770000338554382
113,0.0565000,0.19059541821479797,0.18819999694824219
114,0.0570000,0.19083751738071442,0.18870000541210175
115,0.0575000,0.19116169214248657,0.18919999897480011
116,0.0580000,0.19156487286090851,0.18960000574588776
117,0.0585000,0.19204936921596527,0.18999999761581421
118,0.0590000,0.19261074066162109,0.19050000607967377
119,0.0595000,0.19323866069316864,0.19089999794960022
120,0.0600000,0.19393451511859894,0.19130000472068787
121,0.0605000,0.19470606744289398,0.19159999489784241
122,0.0610000,0.19554878771305084,0.19200000166893005
123,0.0615000,0.19645065069198608,0.19239999353885651
124,0.0620000,0.19740521907806396,0.19269999861717224
125,0.0625000,0.19840840995311737,0.19310000538825989
126,0.0630000,0.19944870471954346,0.19339999556541443
127,0.0635000,0.20051607489585876,0.19370000064373016
128,0.0640000,0.20160713791847229,0.19410000741481781
129,0.0645000,0.20271793007850647,0.19439999759197235
130,0.0650000,0.20384101569652557,0.19470000267028809
131,0.0655000,0.20496536791324615,0.19509999454021454
132,0.0660000,0.20608361065387726,0.19539999961853027
133,0.0665000,0.20719580352306366,0.19570000469684601
134,0.0670000,0.20830327272415161,0.19609999656677246
135,0.0675000,0.20940764248371124,0.1964000016450882
136,0.0680000,0.2105034738779068,0.19670000672340393
137,0.0685000,0.21158130466938019,0.19709999859333038
138,0.0690000,0.2126392275094986,0.19740000367164612
139,0.0695000,0.2136724591255188,0.19779999554157257
140,0.0700000,0.21467728912830353,0.19820000231266022
141,0.0705000,0.21565574407577515,0.19850000739097595
142,0.0710000,0.216607466340065,0.1988999992609024
143,0.0715000,0.21753013134002686,0.19930000603199005
144,0.0720000,0.21842224895954132,0.1996999979019165
145,0.0725000,0.21928481757640839,0.20010000467300415
146,0.0730000,0.22011584043502808,0.20059999823570251
147,0.0735000,0.22091281414031982,0.20100000500679016
148,0.0740000,0.22167766094207764,0.20139999687671661
149,0.0745000,0.22241237759590149,0.20190000534057617
150,0.0750000,0.22311414778232574,0.20229999721050262
151,0.0755000,0.22377748787403107,0.20280000567436218
152,0.0760000,0.22440555691719055,0.20329999923706055
153,0.0765000,0.22501076757907867,0.20379999279975891
154,0.0770000,0.2255980521440506,0.20430000126361847
155,0.0775000,0.2261635959148407,0.20489999651908875
156,0.0780000,0.2267112135887146,0.2054000049829483
157,0.0785000,0.22725106775760651,0.20600000023841858
158,0.0790000,0.22778573632240295,0.20649999380111694
159,0.0795000,0.22830772399902344,0.20710000395774841
160,0.0800000,0.22881327569484711,0.20769999921321869
161,0.0805000,0.22931064665317535,0.20829999446868896
162,0.0810000,0.22980606555938721,0.20890000462532043
163,0.0815000,0.23029898107051849,0.20960000157356262
164,0.0820000,0.23079101741313934,0.2101999968290329
165,0.0825000,0.23128759860992432,0.21089999377727509
166,0.0830000,0.23178669810295105,0.21160000562667847
167,0.0835000,0.2322811484336853,0.21230000257492065
168,0.0840000,0.23277540504932404,0.21299999952316284
169,0.0845000,0.23327794671058655,0.21369999647140503
170,0.0850000,0.23379258811473846,0.21439999341964722
171,0.0855000,0.23431894183158875,0.21520000696182251
172,0.0860000,0.2348591536283493,0.2159000039100647
173,0.0865000,0.23541942238807678,0.2167000025510788
174,0.0870000,0.23599475622177124,0.2175000011920929
175,0.0875000,0.23657745122909546,0.21829999983310699
176,0.0880000,0.23716212809085846,0.21909999847412109
177,0.0885000,0.23773477971553802,0.21989999711513519
178,0.0890000,0.23828928172588348,0.22069999575614929
179,0.0895000,0.23883077502250671,0.2215999960899353
180,0.0900000,0.23936134576797485,0.2223999947309494
181,0.0905000,0.23988226056098938,0.22329999506473541
182,0.0910000,0.24039293825626373,0.22409999370574951
183,0.0915000,0.24089102447032928,0.22499999403953552
184,0.0920000,0.24137811362743378,0.22589999437332153
185,0.0925000,0.24186098575592041,0.22669999301433563
186,0.0930000,0.2423417717218399,0.22759999334812164
187,0.0935000,0.24281610548496246,0.22849999368190765
188,0.0940000,0.24328739941120148,0.22939999401569366
189,0.0945000,0.24376322329044342,0.23029999434947968
190,0.0950000,0.24424347281455994,0.2312999963760376
191,0.0955000,0.24472378194332123,0.23219999670982361
192,0.0960000,0.24519462883472443,0.23309999704360962
193,0.0965000,0.24564686417579651,0.23399999737739563
194,0.0970000,0.24607959389686584,0.23489999771118164
195,0.0975000,0.24648818373680115,0.23589999973773956
196,0.0980000,0.24686802923679352,0.23680000007152557
197,0.0985000,0.24722470343112946,0.23770000040531158
198,0.0990000,0.24756528437137604,0.23870000243186951
199,0.0995000,0.2478923499584198,0.23960000276565552
200,0.1000000,0.24820008873939514,0.24060000479221344
201,0.1005000,0.24848105013370514,0.24150000512599945
202,0.1010000,0.24873661994934082,0.24250000715255737
203,0.1015000,0.24897387623786926,0.24339999258518219
204,0.1020000,0.24920107424259186,0.24439999461174011
205,0.1025000,0.24941588938236237,0.24529999494552612
206,0.1030000,0.24961021542549133,0.24629999697208405
207,0.1035000,0.24978558719158173,0.24729999899864197
208,0.1040000,0.2499396950006485,0.24819999933242798
209,0.1045000,0.25006687641143799,0.2492000013589859
210,0.1050000,0.25017321109771729,0.25020000338554382
211,0.1055000,0.25026765465736389,0.25110000371932983
212,0.1060000,0.25035691261291504,0.25209999084472656
213,0.1065000,0.25044292211532593,0.25310000777244568
214,0.1070000,0.25052115321159363,0.25409999489784241
215,0.1075000,0.25058877468109131,0.25510001182556152
216,0.1080000,0.2506488561630249,0.25609999895095825
217,0.1085000,0.25070512294769287,0.25709998607635498
218,0.1090000,0.25075486302375793,0.2581000030040741
219,0.1095000,0.25079941749572754,0.25909999012947083
220,0.1100000,0.25085428357124329,0.26010000705718994
221,0.1105000,0.25093209743499756,0.26120001077651978
