sample_index,time_seconds,measured_ecg,predicted_ecg
0,0.0000000,0.00018779511447064579,0.15109999477863312
1,0.0005000,0.00093810673570260406,0.15039999783039093
2,0.0010000,0.0024155352730304003,0.14980000257492065
3,0.0015000,0.0045618475414812565,0.1492999941110611
4,0.0020000,0.0073117059655487537,0.14900000393390656
5,0.0025000,0.010611711069941521,0.14880000054836273
6,0.0030000,0.014416676014661789,0.14869999885559082
7,0.0035000,0.018673058599233627,0.14880000054836273
8,0.0040000,0.023316226899623871,0.14900000393390656
9,0.0045000,0.028294181451201439,0.1492999941110611
10,0.0050000,0.033569443970918655,0.14970000088214874
11,0.0055000,0.039111092686653137,0.1500999927520752
12,0.0060000,0.044884894043207169,0.15070000290870667
13,0.0065000,0.050839297473430634,0.15139999985694885
14,0.0070000,0.056919686496257782,0.15209999680519104
15,0.0075000,0.063080452382564545,0.15289999544620514
16,0.0080000,0.069300442934036255,0.15379999577999115
17,0.0085000,0.075579904019832611,0.15469999611377716
18,0.0090000,0.081903785467147827,0.15559999644756317
19,0.0095000,0.088248610496520996,0.15659999847412109
20,0.0100000,0.094590894877910614,0.15770000219345093
21,0.0105000,0.10089758038520813,0.15870000422000885
22,0.0110000,0.1071416437625885,0.15979999303817749
23,0.0115000,0.1133049950003624,0.16089999675750732
24,0.0120000,0.11936233937740326,0.16189999878406525
25,0.0125000,0.12529423832893372,0.16300000250339508
26,0.0130000,0.13109874725341797,0.16410000622272491
27,0.0135000,0.13676625490188599,0.16519999504089355
28,0.0140000,0.14227473735809326,0.16619999706745148
29,0.0145000,0.14760267734527588,0.16730000078678131
30,0.0150000,0.15274246037006378,0.16830000281333923
31,0.0155000,0.15769374370574951,0.16920000314712524
32,0.0160000,0.16244322061538696,0.17020000517368317
33,0.0165000,0.16699017584323883,0.17110000550746918
34,0.0170000,0.17134372889995575,0.17200000584125519
35,0.0175000,0.17549385130405426,0.17280000448226929
36,0.0180000,0.17943419516086578,0.17360000312328339
37,0.0185000,0.18317738175392151,0.17440000176429749
38,0.0190000,0.18673345446586609,0.17509999871253967
39,0.0195000,0.19009612500667572,0.17569999396800995
40,0.0200000,0.19324396550655365,0.17630000412464142
41,0.0205000,0.19616043567657471,0.17689999938011169
42,0.0210000,0.1988464742898941,0.17739999294281006
43,0.0215000,0.20130491256713867,0.17790000140666962
44,0.0220000,0.20354349911212921,0.17839999496936798
45,0.0225000,0.20557765662670135,0.17880000174045563
46,0.0230000,0.20740945637226105,0.17910000681877136
47,0.0235000,0.20902858674526215,0.1793999969959259
48,0.0240000,0.21045060455799103,0.17970000207424164
49,0.0245000,0.21171772480010986,0.17990000545978546
50,0.0250000,0.21285225450992584,0.18009999394416809
51,0.0255000,0.21385705471038818,0.18019999563694
52,0.0260000,0.21473893523216248,0.18039999902248383
53,0.0265000,0.21550522744655609,0.18039999902248383
54,0.0270000,0.21616439521312714,0.18050000071525574
55,0.0275000,0.21672807633876801,0.18050000071525574
56,0.0280000,0.21720840036869049,0.18050000071525574
57,0.0285000,0.2176072746515274,0.18050000071525574
58,0.0290000,0.21792007982730865,0.18050000071525574
59,0.0295000,0.21815687417984009,0.18039999902248383
60,0.0300000,0.2183307409286499,0.18039999902248383
61,0.0305000,0.21844494342803955,0.18029999732971191
62,0.0310000,0.2185046374797821,0.18019999563694
63,0.0315000,0.21851907670497894,0.18009999394416809
64,0.0320000,0.21849207580089569,0.18000000715255737
65,0.0325000,0.2184104323387146,0.17990000545978546
66,0.0330000,0.21825826168060303,0.17980000376701355
67,0.0335000,0.21804334223270416,0.17970000207424164
68,0.0340000,0.21777664124965668,0.17960000038146973
69,0.0345000,0.21746012568473816,0.17949999868869781
70,0.0350000,0.21709296107292175,0.1793999969959259
71,0.0355000,0.21667076647281647,0.17929999530315399
72,0.0360000,0.21619656682014465,0.17919999361038208
73,0.0365000,0.21566438674926758,0.17919999361038208
74,0.0370000,0.21505863964557648,0.17919999361038208
75,0.0375000,0.21438074111938477,0.17910000681877136
76,0.0380000,0.21364814043045044,0.17910000681877136
77,0.0385000,0.21287615597248077,0.17919999361038208
78,0.0390000,0.21207025647163391,0.17919999361038208
79,0.0395000,0.21123144030570984,0.17929999530315399
80,0.0400000,0.21036173403263092,0.1793999969959259
81,0.0405000,0.20946526527404785,0.17949999868869781
82,0.0410000,0.20853917300701141,0.17960000038146973
83,0.0415000,0.20757593214511871,0.17980000376701355
84,0.0420000,0.20658430457115173,0.18000000715255737
85,0.0425000,0.20558273792266846,0.18019999563694
86,0.0430000,0.20457805693149567,0.18050000071525574
87,0.0435000,0.20357337594032288,0.18080000579357147
88,0.0440000,0.2025785893201828,0.18109999597072601
89,0.0445000,0.2016027420759201,0.18150000274181366
90,0.0450000,0.20063984394073486,0.1817999929189682
91,0.0455000,0.19968476891517639,0.18230000138282776
92,0.0460000,0.19875040650367737,0.18269999325275421
93,0.0465000,0.19784875214099884,0.18320000171661377
94,0.0470000,0.19698156416416168,0.18369999527931213
95,0.0475000,0.19615186750888824,0.1843000054359436
96,0.0480000,0.19536206126213074,0.18479999899864197
97,0.0485000,0.19460530579090118,0.18549999594688416
98,0.0490000,0.19387584924697876,0.18610000610351562
99,0.0495000,0.1931731104850769,0.18680000305175781
100,0.0500000,0.19250237941741943,0.1875
101,0.0505000,0.19186876714229584,0.1882999986410141
102,0.0510000,0.19126635789871216,0.1890999972820282
103,0.0515000,0.19069522619247437,0.1898999959230423
104,0.0520000,0.1901804506778717,0.19079999625682831
105,0.0525000,0.18974675238132477,0.19169999659061432
106,0.0530000,0.18939207494258881,0.19259999692440033
107,0.0535000,0.18911385536193848,0.19359999895095825
108,0.0540000,0.18891777098178864,0.19460000097751617
109,0.0545000,0.18880094587802887,0.19570000469684601
110,0.0550000,0.18875794112682343,0.19679999351501465
111,0.0555000,0.18878360092639923,0.19789999723434448
112,0.0560000,0.188871830701828,0.19900000095367432
113,0.0565000,0.18901799619197845,0.20020000636577606
114,0.0570000,0.18922017514705658,0.20139999687671661
115,0.0575000,0.1894778311252594,0.20270000398159027
116,0.0580000,0.18978337943553925,0.20399999618530273
117,0.0585000,0.19013263285160065,0.20530000329017639
118,0.0590000,0.19053471088409424,0.20659999549388885
119,0.0595000,0.1909932941198349,0.20800000429153442
120,0.0600000,0.19149528443813324,0.2093999981880188
121,0.0605000,0.19202868640422821,0.21080000698566437
122,0.0610000,0.19259220361709595,0.21230000257492065
