sample_index,time_seconds,measured_ecg,predicted_ecg
0,0.0000000,6.3202605815604329e-05,0.013899999670684338
1,0.0005000,0.00029943330446258187,0.0096000004559755325
2,0.0010000,0.00073303701356053352,0.0052999998442828655
3,0.0015000,0.0013299733400344849,0.0010000000474974513
4,0.0020000,0.0020542615093290806,-0.0032999999821186066
5,0.0025000,0.0028661817777901888,-0.0076000001281499863
6,0.0030000,0.0037372363731265068,-0.011900000274181366
7,0.0035000,0.0046371137723326683,-0.016300000250339508
8,0.0040000,0.0055304262787103653,-0.020600000396370888
9,0.0045000,0.0063810292631387711,-0.024900000542402267
10,0.0050000,0.0071673854254186153,-0.029200000688433647
11,0.0055000,0.0078806448727846146,-0.033500000834465027
12,0.0060000,0.0085068494081497192,-0.037700001150369644
13,0.0065000,0.0090302843600511551,-0.041999999433755875
14,0.0070000,0.0094425845891237259,-0.046199999749660492
15,0.0075000,0.0097421808168292046,-0.050400000065565109
16,0.0080000,0.0099391145631670952,-0.054499998688697815
17,0.0085000,0.01004791259765625,-0.058699999004602432
18,0.0090000,0.01006405521184206,-0.062700003385543823
19,0.0095000,0.0099801449105143547,-0.06679999828338623
20,0.0100000,0.0097974464297294617,-0.070699997246265411
21,0.0105000,0.0095128566026687622,-0.074600003659725189
22,0.0110000,0.0091152181848883629,-0.07850000262260437
23,0.0115000,0.0085930218920111656,-0.082299999892711639
24,0.0120000,0.0079473666846752167,-0.085900001227855682
25,0.0125000,0.0071806926280260086,-0.08959999680519104
26,0.0130000,0.0062896371819078922,-0.093099996447563171
27,0.0135000,0.0052726338617503643,-0.096500001847743988
28,0.0140000,0.0041308170184493065,-0.099899999797344208
29,0.0145000,0.0028713741339743137,-0.1031000018119812
30,0.0150000,0.0015008877962827682,-0.1062999963760376
31,0.0155000,2.1575950086116791e-05,-0.10930000245571136
32,0.0160000,-0.0015634503215551376,-0.11219999939203262
33,0.0165000,-0.0032514459453523159,-0.11500000208616257
34,0.0170000,-0.0050414698198437691,-0.1177000030875206
35,0.0175000,-0.0069334874860942364,-0.12030000239610672
36,0.0180000,-0.0089216567575931549,-0.12280000001192093
37,0.0185000,-0.010998355224728584,-0.12510000169277191
38,0.0190000,-0.013159791938960552,-0.12729999423027039
39,0.0195000,-0.015399865806102753,-0.12939999997615814
